S.No.,Br,Course Name/Group Name,Credits,Instructor,Time,Venue,Time,Venue,Time,Venue
817,MTH,APPLICATION OF SINGLE VARIABLE CALCULUS & SEVERAL VARIABLE CALCULUS(MTH112M) /C,3-1-0-0(6),ASHIS MANDAL(I),MWF 10:00-11:00,,T 10:00-11:00,,,
818,MTH,APPLICATION OF SINGLE VARIABLE CALCULUS & SEVERAL VARIABLE CALCULUS(MTH112M) /D,3-1-0-0(6),ABHIJIT PAL(I),MWF 10:00-11:00,,T 10:00-11:00,,,
819,MTH,LINEAR ALGEBRA(MTH113M),3-1-0-0(6),KAUSHIK BAL(I),MWTh 17:00-18:00,,T 17:00-18:00,,,
820,MTH,ORDINARY DIFFERENTIAL EQUATIONS(MTH114M),3-1-0-0(6),DHIRENDRA  BAHUGUNA (I),MWTh 17:00-18:00,,T 17:00-18:00,,,
821,MTH,A FIRST COURSE IN LINEAR ALGEBRA(MTH201A),3-1-0-0(11),SOMNATH  JHA (I),M (L14) W (L14) F (L14)  17:00-18:00,L14,T (L14)  17:00-18:00,L14,,
822,MTH,A FIRST COURSE IN LINEAR ALGEBRA(MTH201B),3-1-0-0(11),Santosh  Nadimpalli(I),M (T203) W (T203) F (T203)  17:00-18:00,T203,T (T203)  17:00-18:00,T203,,
823,MTH,SET THEORY AND DISCRETE MATHEMATICS(MTH202),3-1-0-0(11),ALOK KUMAR  MALOO (I),M (L04) T (L04) Th (L04)  10:00-11:00,L04,F (L04)  14:00-15:00,L04,,
824,MTH,SET THEORY AND DISCRETE MATHEMATICS(MTH202A),3-1-0-0(11),ALOK KUMAR  MALOO (I),MTTh 10:00-11:00,,F 14:00-15:00,,,
825,MTH,MATRIX ALGEBRA AND LINEAR ESTIMATION (MODULE I)(MTH206M),3-1-0-0(6),Soumyarup Sadhukhan(I),M (L10) W (L10) F (L10)  10:00-11:00,L10,Th (L10)  10:00-11:00,L10,,
826,MTH,MATRIX ALGEBRA AND LINEAR ESTIMATION (MODULE II)(MTH207M),3-1-0-0(6),Soumyarup Sadhukhan(I),MWF 10:00-11:00,,Th 10:00-11:00,,,
827,MTH,DATA SCIENCE LAB 1(MTH208),0-0-3-2(5),Dootika  Vats(I),,,,,"T 09:00-10:15 ,Th 14:00-15:15",
828,MTH,ANALYSIS - I(MTH301),3-1-0-0(11),Ashutosh Kumar(I),MWF 12:00-13:00,,Th 12:00-13:00,,,
829,MTH,ANALYSIS- I(MTH301A),3-1-0-0(11),Ashutosh Kumar(I),M (WL228) W (WL228) F (WL228)  12:00-13:00,WL228,Th (WL228)  12:00-13:00,WL228,,
830,MTH,SET THEORY & LOGIC(MTH302),3-1-0-0(11),Amit     Shekhar Kuber (I),MWF 12:00-13:00,,Th 12:00-13:00,,,
831,MTH,SET THEORY & LOGIC(MTH302A),3-1-0-0(11),Amit     Shekhar Kuber (I),M (L13) W (L13) F (L13)  12:00-13:00,L13,Th (L13)  12:00-13:00,L13,,
832,MTH,SEVERAL VARIABLE CALCULUS & DEFFERENTIAL GEOMETRY(MTH305),3-1-0-0(11),G  SANTHANAM (I),MWF 11:00-12:00,,Th 11:00-12:00,,,
833,MTH,SEVERAL VARIABLE CALCULUS & DEFFERENTIAL GEOMETRY(MTH305A),3-1-0-0(11),G  SANTHANAM (I),M (L10) W (L10) F (L10)  11:00-12:00,L10,T (L10)  11:00-12:00,L10,,
834,MTH,UG PROJECT (UGP-I)(MTH391A),0-0-0-0(4),DEBASIS SEN(I),,,,,,
835,MTH,UNDER GRADUATE PROJECT II(MTH392A),0-0-9-0(9),DEBASIS SEN(I),,,,,,
836,MTH,UG PROJECT (UGP-III)(MTH393A),3-0-0-0(9),DEBASIS SEN(I),,,,,,
837,MTH,UNDER GRADUATE PROJECT IV(MTH394A),0-0-9-0(9),DEBASIS SEN(I),,,,,,
838,MTH,TECHNICAL COMMUNICATION SKILLS(MTH399A),0-0-0-2(2),APARNA  DAR (I),,,,,Th (L13)  09:00-11:00,L13
839,MTH,COMPLEX ANALYSIS(MTH403A),3-1-0-0(11),Arijit  Ganguly(I),"M (L04) F (L01)  08:00-09:00 ,T (L01)  09:00-10:00","L04 ,L01 ,L01",W (L01)  15:00-16:00,L01,,
840,MTH,ANALYSIS II(MTH404A),3-1-0-0(11),Keshab Bakshi(I),T (FB557) W (FB557) Th (FB557)  08:00-09:00,FB557,W (FB557)  14:00-15:00,FB557,,
841,MTH,FUNCTIONAL ANALYSIS(MTH405A),3-1-0-0(11),SAMEER LAXMAN  CHAVAN (I),M (FB557) T (FB557) Th (FB557)  15:00-16:00,FB557,F (FB557)  12:00-13:00,FB557,,
842,MTH,COMPUTER PROGRAMMING AND DATA STRUCTURES(MTH409),2-1-1-0(9),B V R  KUMAR (I),MT 16:00-17:00,,Th 16:00-17:00,,F 16:00-17:00,
843,MTH,COMPUTER PROGRAMMING AND DATA STRUCTURES(MTH409A),2-1-1-0(9),B V R  KUMAR (I),M (L09) T (L09)  16:00-17:00,L09,Th (L09)  16:00-17:00,L09,F 16:00-17:00,
844,MTH,ORDINARY DIFFERENTIAL EQUATIONS(MTH421),3-1-0-0(11),Mrinmay Biswas(I),TWTh 08:00-09:00,,F 15:00-16:00,,,
845,MTH,ORDINARY DIFFERENTIAL EQUATIONS(MTH421A),3-1-0-0(11),Mrinmay Biswas(I),T (WL228) W (WL228) Th (WL228)  08:00-09:00,WL228,F (WL228)  15:00-16:00,WL228,,
846,MTH,PARTIAL DIFFERENTIAL EQUATIONS(MTH424A),3-1-0-0(11),Indranil Chowdhury(I),M (L06) T (L06) Th (L06)  15:00-16:00,L06,F (L06)  15:00-16:00,L06,,
847,MTH,NUMERICAL ANALYSIS & SCIENTIFIC COMPUTING II(MTH430A),3-0-1-0(10),SAKTIPADA  GHORAI (I),M (L03) T (L03) Th (L03)  16:00-17:00,L03,,,F 14:00-15:00,
848,MTH,INTRODUCTION TO SAMPLING THEORY(MTH432M),3-1-0-0(6),SHALABH   (I),M (L11) W (L11) F (L11)  08:00-09:00,L11,Th (L11)  08:00-09:00,L11,,
849,MTH,REAL ANALYSIS(MTH433),3-1-0-0(11),SASMITA  PATNAIK (I),MWF 12:00-13:00,,Th 12:00-13:00,,,
850,MTH,REAL ANALYSIS(MTH433A),3-1-0-0(11),SASMITA  PATNAIK (I),M (L03) W (L03) F (L03)  12:00-13:00,L03,Th (L03)  12:00-13:00,L03,,
851,MTH,COMPLEX ANALYSIS(MTH434M),3-1-0-0(6),DEBASIS SEN(I),MWF 08:00-09:00,,Th 08:00-09:00,,,
852,MTH,LINEAR REGRESSION AND ANOVA(MTH441A),3-0-1-0(10),Satya Singh(I),M (L03) W (L03) F (L03)  17:00-18:00,L03,,,T 17:10-18:00,
853,MTH,TIME SERIES ANALYSIS(MTH442A),3-0-1-0(10),AMIT  MITRA (I),T (L02) W (L02) Th (L02)  08:00-09:00,L02,,,T 18:00-19:00,
854,MTH,INFERENCE - II(MTH515A),3-1-0-0(11),NEERAJ  MISRA   (I),"M (L12) F (L12)  08:00-09:00 ,T (L12)  09:00-10:00",L12,W (L12)  14:00-15:00,L12,,
855,MTH,NON-PARAMETRIC INFERENCE(MTH516A),3-1-0-0(11),SUBHAJIT DUTTA(I),M (L11) Th (L11)  12:00-13:15,L11,Th (L11)  17:00-17:50,L11,,
856,MTH,PROJECT-I(MTH598A),0-0-9-0(9),DEBASIS SEN(I),,,,,,
857,MTH,PROJECT-II(MTH599A),0-0-0-0(9),DEBASIS SEN(I),,,,,,
858,MTH,INTRODUCTION TO PROFESSION AND COMMUNICATIONS SKILLS (MATHEMATICS)(MTH600M),3-0-0-0(5),MOHUA  BANERJEE (I),WF 10:30-12:00,,,,,
859,MTH,ALGEBRA II(MTH611),3-0-0-0(9),PREENA  SAMUEL (I),MTTh 10:00-11:00,,,,,
860,MTH,ALGEBRA II(MTH611A),3-0-0-0(9),PREENA  SAMUEL (I),M (T208) T (T208) Th (T208)  10:00-11:00,T208,,,,
861,MTH,INTRODUCTION TO COMMUTATIVE ALGEBRA(MTH612),3-0-0-0(9),Sachin Subhash Sharma (I),MTTh 16:00-17:00,,,,,
862,MTH,INTRODUCTION TO COMMUTATIVE ALGEBRA(MTH612A),3-0-0-0(9),Sachin Subhash Sharma (I),M (T111) T (T111) Th (T111)  16:00-17:00,T111,,,,
863,MTH,THEORETICAL NUMERICAL MATHEMATICS(MTH616),3-0-0-0(9),AKASH ANAND(I),MTTh 10:00-11:00,,,,,
864,MTH,THEORETICAL NUMERICAL MATHEMATICS(MTH616A),3-0-0-0(9),AKASH ANAND(I),M (T211) T (T211) Th (T211)  10:00-11:00,T211,,,,
865,MTH,FOURIER ANALYSIS(MTH621),3-0-0-0(9),PARASAR  MOHANTY (I),MTh 12:00-13:15,,,,,
866,MTH,FOURIER ANALYSIS(MTH621A),3-0-0-0(9),PARASAR  MOHANTY (I),M (FB557) Th (FB557)  12:00-13:15,FB557,,,,
867,MTH,SEVERAL COMPLEX VARIABLES(MTH640),3-0-0-0(9),Vikramjeet Chandel(I),MTTh 16:00-17:00,,,,,
868,MTH,SEVERAL COMPLEX VARIABLES(MTH640A),3-0-0-0(9),Vikramjeet Chandel(I),M (T203) T (T203) Th (T203)  16:00-17:00,T203,,,,
869,MTH,SPATIAL STATISTICS(MTH643),3-1-0-0(11),Arnab Hazra(I),"MTTh 10:00-11:00 ,W 12:00-13:00",,,,,
870,MTH,SPATIAL STATISTICS(MTH643A),3-1-0-0(11),Arnab Hazra(I),M (FB557) T (FB557) Th (FB557)  10:00-11:00,FB557,W (FB557)  12:00-13:00,FB557,,
871,MTH,COMPLEX FUNCTION THEORY(MTH644),3-0-0-0(9),P Muthukumar(I),MTTh 15:00-16:00,,,,,
872,MTH,COMPLEX FUNCTION THEORY(MTH644A),3-0-0-0(9),P Muthukumar(I),M (T201) T (T201) Th (T201)  15:00-16:00,T201,,,,
873,MTH,ALGEBRAIC TOPOLOGY(MTH649),3-0-0-0(9),Bidyut Sanki(I),WF 17:00-18:30,,,,,
874,MTH,ALGEBRAIC TOPOLOGY(MTH649A),3-0-0-0(9),Bidyut Sanki(I),W (T204) F (T204)  17:00-18:30,T204,,,,
875,MTH,INTRODUCTION TO TORIC VARIETIES(MTH651),3-0-0-0(9),Narasimha Bonala(I),WF 17:00-18:30,,,,,
876,MTH,INTRODUCTION TO TORIC VARIETIES(MTH651A),3-0-0-0(9),Narasimha Bonala(I),W (FB557) F (FB557)  17:00-18:30,FB557,,,,
877,MTH,SOBOLEV SPACES AND APPLICATIONS(MTH656),3-0-0-0(9),T  MUTHUKUMAR (I),MWF 17:00-18:00,,,,,
878,MTH,SOBOLEV SPACES AND APPLICATIONS(MTH656A),3-0-0-0(9),T  MUTHUKUMAR (I),M (T206) W (T206) F (T206)  17:00-18:00,T206,,,,
879,MTH,NONLINEAR DYNAMICAL SYSTEMS(MTH658),3-0-0-0(9),MALAY  BANERJEE (I),WF 09:00-10:15,,,,,
880,MTH,NONLINEAR DYNAMICAL SYSTEMS(MTH658A),3-0-0-0(9),MALAY  BANERJEE (I),W (T201) F (T201)  09:00-10:15,T201,,,,
881,MTH,ASYMPTOTIC STATISTICS(MTH665),3-0-0-0(9),Minerva  Mukhopadhyay(I),MTTh 11:00-12:00,,,,,
882,MTH,ASYMPTOTIC STATISTICS(MTH665A),3-0-0-0(9),Minerva  Mukhopadhyay(I),M (T208) T (T208) Th (T208)  11:00-12:00,T208,,,,
883,MTH,INTRODUCTION TO ALGEBRAIC GEOMETRY AND ALGEBRAIC GROUPS(MTH667),3-0-0-0(9),SANTOSHA KUMAR PATTANAYAK(I),MTTh 14:00-15:00,,,,,
884,MTH,INTRODUCTION TO ALGEBRAIC GEOMETRY AND ALGEBRAIC GROUPS(MTH667A),3-0-0-0(9),SANTOSHA KUMAR PATTANAYAK(I),M (T110) T (T110) Th (T110)  14:00-15:00,T110,,,,
885,MTH,NON-LINEAR REGRESSION(MTH686),3-0-0-0(9),DEBASIS  KUNDU (I),MTTh 16:00-17:00,,,,,
886,MTH,NON-LINEAR REGRESSION(MTH686A),3-0-0-0(9),DEBASIS  KUNDU (I),M (T201) T (T201) Th (T201)  16:00-17:00,T201,,,,
887,MTH,TOPICS IN ARITHMATIC(MTH688),3-0-0-0(9),Sudhanshu  Shekhar (I),MWF 12:00-13:00,,,,,
888,MTH,TOPICS IN ARITHMATIC(MTH688A),3-0-0-0(9),Sudhanshu  Shekhar (I),M (T104) W (T104) F (T104)  12:00-13:00,T104,,,,
889,MTH,PROJECT-I(MTH697A),0-0-9-0(9),DEBASIS SEN(I),,,,,,
890,MTH,PROJECT II(MTH698A),0-0-0-0(9),DEBASIS SEN(I),,,,,,
891,MTH,PROJECT- III(MTH699A),0-0-0-0(9),DEBASIS SEN(I),,,,,,
892,MTH,MS PROJECT - 4(MTH700A),3-0-0-0(9),DEBASIS SEN(I),,,,,,
893,MTH,INTRODUCTION TO PROFESSION AND COMMUNICATIONS SKILLS (STATISTICS)(MTH702M),3-0-0-0(5),"Dootika  Vats(I), AMIT  MITRA (O)",W (FB557) F (FB557)  10:30-12:00,FB557,,,,
894,MTH,INTRODUCTION TO COXETER GROUPS(MTH731),3-0-0-0(9),Pooja Singla(I),MTh 12:00-13:15,,,,,
895,MTH,INTRODUCTION TO COXETER GROUPS(MTH731A),3-0-0-0(9),Pooja Singla(I),M (T207) Th (T207)  12:00-13:15,T207,,,,
896,MTH,FOURIER ANALYSIS-I & DISTRIBUTION THEORY(MTH736),3-0-0-0(9),RAMA  RAWAT (I),WF 09:00-10:15,,,,,
897,MTH,FOURIER ANALYSIS-I & DISTRIBUTION THEORY(MTH736A),3-0-0-0(9),RAMA  RAWAT (I),W (T212) F (T212)  09:00-10:15,T212,,,,
898,MTH,ANALYSIS(MTH753),3-0-0-0(9),Satyajit Guin(I),"MTh 09:00-10:00 ,T 12:00-13:00",,,,,
899,MTH,ANALYSIS(MTH753A),3-0-0-0(9),Satyajit Guin(I),"M (T107) Th (T107)  09:00-10:00 ,T (T107)  12:00-13:00",T107,,,,
900,MTH,PROBABILITY THEORY(MTH754),3-0-0-0(9),Suprio Bhar(I),"MTh 09:00-10:00 ,T 12:00-13:00",,,,,
901,MTH,PROBABILITY THEORY(MTH754A),3-0-0-0(9),Suprio Bhar(I),"M (T205) Th (T205)  09:00-10:00 ,T (T205)  12:00-13:00",T205,,,,
902,MTH,STATISTICAL INFERENCE(MTH755),3-0-0-0(9),SHARMISHTHA  MITRA   (I),MTThF 15:00-16:00,,,,,
903,MTH,STATISTICAL INFERENCE(MTH755A),3-0-0-0(9),SHARMISHTHA  MITRA   (I),M (T111) T (T111) Th (T111)  15:00-16:00,T111,,,,
904,MTH,VECTOR BUNDLES AND CHARACTERISTIC CLASSES(MTH761),3-0-0-0(9),Ajay Singh Ramdin Thakur (I),MTTh 11:00-12:00,,,,,
905,MTH,VECTOR BUNDLES AND CHARACTERISTIC CLASSES(MTH761A),3-0-0-0(9),Ajay Singh Ramdin Thakur (I),M (T205) T (T205) Th (T205)  11:00-12:00,T205,,,,
906,MTH,RESEARCH(MTH799),0-0-0-0(0),DPGCMTH (I),,,,,,
907,NET,PHD THESIS(NT799),0-0-0-0(0),DPGCNET (I),,,,,,
908,PHY,HIGH PERFORMANCE COMPUTING WITH APPLICATIONS(IDC606A),3-0-0-0(9),MAHENDRA KUMAR  VERMA (I),W (T106) F (T106)  09:00-10:15,T106,,,,
909,PHY,PHYSICS LABORATORY(PHY111) /A,0-0-3-0(3),MANAS  KHAN(I),,,,,MTWThF 10:00-13:00,
910,PHY,PHYSICS LABORATORY(PHY111) /B,0-0-3-0(3),MANAS  KHAN(I),,,,,MTWThF 10:00-13:00,
911,PHY,CLASSICAL DYNAMICS(PHY112),3-1-0-0(11),Supratik Banerjee(I),M (L07) Th (L07) F (L07)  09:00-10:00,L07,T (L10) T (L11) T (L13) T (L08)  09:00-10:00,"L08 ,L13 ,L11 ,L10",,
912,PHY,CLASSICAL ELECTRODYNAMICS(PHY113),3-1-0-0(11),Taraknath Mandal(I),M (L19) T (L19) F (L19)  09:00-10:00,L19,Th (L12) Th (L10) Th (L11) Th (L17)  09:00-10:00,"L17 ,L11 ,L10 ,L12",,
913,PHY,QUANTUM PHYSICS(PHY114),3-1-0-0(11),M K  HARBOLA   (I),M (L18) T (L18) F (L18)  09:00-10:00,L18,Th (L04) Th (L05) Th (L16)  09:00-10:00,"L16 ,L05 ,L04",,
914,PHY,OSCILLATIONS AND WAVES(PHY115),3-1-0-0(11),Sivasurender Chandran(I),M (L01) Th (L01) F (L01)  09:00-10:00,L01,T (DJAB(206H)) T (DJAB(203H)) T (DJAB(205H))  09:00-10:00,"DJAB(205H) ,DJAB(203H) ,DJAB(206H)",,
915,PHY,OPTICS(PHY224),3-0-3-0(12),Venkata Jayasurya Yallapragada(I),T (L10) W (T104)  17:00-18:00,"L10 ,T104",,,ThF 14:00-17:00,
916,PHY,PHYSICS OF UNIVERSE(PHY305A),3-0-0-0(9),Gopal Hazra(I),M (T211) W (T211) F (T211)  17:00-18:00,T211,,,,
917,PHY,PHYSICS OF INFORMATION PROCESSING(PHY313A),3-0-0-0(9),SAIKAT  GHOSH (I),W (L13) F (L13)  09:00-10:15,L13,,,,
918,PHY,MODERN PHYSICS LABORATORY(PHY315A),1-0-6-0(9),KRISHNACHARYA     (I),M (L06)  08:00-09:00,L06,,,MT 14:00-17:00,
919,PHY,INTRODUCTION TO THE DEPARTMENT(PHY400),0-0-0-0(5),AMIT KUMAR  AGARWAL (I),"WF 15:00-16:00 ,M 17:00-18:00",,,,,
920,PHY,INTRODUCTION TO THE DEPARTMENT(PHY400A),0-0-5-0(5),AMIT KUMAR  AGARWAL (I),"W (T110) F (T110)  15:00-16:00 ,M (T110)  17:00-18:00",T110,,,,
921,PHY,CLASSICAL MECHANICS(PHY401),3-1-0-0(11),TAPOBRATA  SARKAR   (I),TF 12:00-13:15,,W 12:00-13:00,,,
922,PHY,CLASSICAL MECHANICS I(PHY401A),3-1-0-0(11),TAPOBRATA  SARKAR   (I),T (L14) F (L14)  12:00-13:15,L14,W (L14)  12:00-13:00,L14,,
923,PHY,SPECIAL & GENERAL RELATIVITY(PHY407A),3-0-0-0(9),Nilay Kundu(I),"M (T201) F (T201)  08:00-09:00 ,T (T201)  09:00-10:00",T201,,,,
924,PHY,MATHEMATICAL METHODS I(PHY421),3-1-0-0(11),DIPANKAR  CHAKRABORTI   (I),MTh 12:00-13:15,,F 08:00-09:00,,,
925,PHY,MATHEMATICAL METHODS I(PHY421A),3-1-0-0(11),DIPANKAR  CHAKRABORTI   (I),M (L10) Th (L10)  12:00-13:15,L10,F (L10)  08:00-09:00,L10,,
926,PHY,QUANTUM MECHANICS I(PHY431),3-1-0-0(11),ADITYA HEMCHANDRA  KELKAR (I),MTh 09:00-10:15,,T 09:00-10:00,,,
927,PHY,QUANTUM MECHANICS I(PHY431A),3-1-0-0(11),ADITYA HEMCHANDRA  KELKAR (I),M (L06) Th (L06)  09:00-10:15,L06,T (L06)  09:00-10:00,L06,,
928,PHY,ELECTRONICS(PHY441),2-1-4-0(5),"Rohit Medwal(I), K P  RAJEEV   (O)",MTh 11:00-12:00,,T 11:00-12:00,,,
929,PHY,ELECTRONICS(PHY441A),2-1-3-0(11),"Rohit Medwal(I), K P  RAJEEV   (O)",M (L06) Th (L06)  11:00-12:00,L06,T (L06)  11:00-12:00,L06,M 14:00-17:00,
930,PHY,EXPERIMENTAL PHYSICS I(PHY461),0-0-8-0(4),ZAKIR  HOSSAIN   (I),,,,,TWThF 14:00-18:00,
931,PHY,EXPERIMENTAL PHYSICS I(PHY461A),0-0-8-0(8),ZAKIR  HOSSAIN   (I),,,,,TWThF 14:00-18:00,
932,PHY,EXPERIMENTAL PHYSICS II(PHY462A),0-0-8-0(8),ZAKIR  HOSSAIN   (I),,,,,TWThF 14:00-18:00,
933,PHY,M SC REVIEW PROJECT II(PHY501A),0-0-9-0(9),Chanchal  Sow(I),,,,,,
934,PHY,M.SC. REVIEW PROJECT  III(PHY502A),0-0-8-0(8),Chanchal  Sow(I),,,,,,
935,PHY,CONDENSED MATTER PHYSICS I(PHY543A),3-1-0-0(11),Sudeep Ghosh(I),M (L09) T (L09) Th (L09)  10:00-11:00,L09,F (T109)  12:00-13:00,T109,,
936,PHY,CLASSICAL ELECTRODYNAMICS I(PHY552A),3-1-0-0(11),KAUSHIK  BHATTACHARYA   (I),T (T212) W (T212) Th (T212)  08:00-09:00,T212,,,,
937,PHY,CLASSICAL ELECTRODYNAMICS  II(PHY553A),3-1-0-0(11),G SENGUPTA     (I),T (WL235) W (WL235) Th (WL235)  08:00-09:00,WL235,,,,
938,PHY,BACHELOR OF SCIENCE PROJECT -1(PHY555A),0-0-0-9(9),TARUN KANTI  GHOSH   (I),,,,,,
939,PHY,BACHELOR OF SCIENCE PROJECT -II(PHY556A),0-0-0-9(9),TARUN KANTI  GHOSH   (I),,,,,,
940,PHY,M.SC. PROJECT I(PHY563A),0-0-9-0(9),KAUSHIK  BHATTACHARYA   (I),,,,,,
941,PHY,M.SC. PROJECT II(PHY565A),0-0-9-0(9),KAUSHIK  BHATTACHARYA   (I),,,,,,
942,PHY,M.SC.RESEARCH PROJECT I(PHY596A),0-0-0-9(9),Arijit Kundu(I),,,,,,
943,PHY,M.SC. RESEARCH PROJECT I(PHY598A),0-0-0-9(9),Arijit Kundu(I),,,,,,
944,PHY,INTRODUCTION TO PROFESSION AND COMMUNICATION SKILLS FOR PHYSICISTS(PHY600A),0-1-0-1(3),AMIT KUMAR  AGARWAL (I),"WF 15:00-16:00 ,M 17:00-18:00",,,,,
945,PHY,TOPICS IN SEMICONDUCTOR(PHY628),3-0-0-0(11),Jayanta Bhattacharjee(I),WF 17:10-18:25,,M 17:10-18:25,,,
946,PHY,PHYSICS OF SOFT MATTER AND FLUIDS(PHY628A),3-0-0-0(11),Jayanta Bhattacharjee(I),W (T109) F (T109)  17:10-18:25,T109,M (T109)  17:10-18:25,T109,,
947,PHY,TRANSPORT IN MESOSCOPIC SYSTEMS(PHY632),3-0-0-0(9),ANJAN KUMAR  GUPTA   (I),"MTh 10:00-11:00 ,T 12:00-13:00",,,,,
948,PHY,TRANSPORT IN MESOSCOPIC SYSTEMS(PHY632A),3-0-0-0(9),ANJAN KUMAR  GUPTA   (I),"M (T212) Th (T212)  10:00-11:00 ,T (T212)  12:00-13:00",T212,,,,
949,PHY,INTRODUCTION TO CONFORMAL FIELD THEORY(PHY652),3-0-0-0(9),Diptarka Das(I),WF 09:00-10:15,,,,,
950,PHY,INTRODUCTION TO CONFORMAL FIELD THEORY(PHY652A),3-0-0-0(9),Diptarka Das(I),W (T110) F (T110)  09:00-10:15,T110,,,,
951,PHY,EVOLUTIONARY GAME DYNAMICS(PHY670),3-0-0-0(9),SAGAR  CHAKRABORTY (I),MTTh 14:00-15:00,,,,,
952,PHY,EVOLUTIONARY GAME DYNAMICS(PHY670A),3-0-0-0(9),SAGAR  CHAKRABORTY (I),M (T107) T (T107) Th (T107)  14:00-15:00,T107,,,,
953,PHY,NOVEL PHASES OF QUANTUM MATTER(PHY675),3-0-0-0(9),Adhip Agarwala(I),MTTh 14:00-15:00,,,,,
954,PHY,NOVEL PHASES OF QUANTUM MATTER(PHY675A),3-0-0-0(9),Adhip Agarwala(I),M (T111) T (T111) Th (T111)  14:00-15:00,T111,,,,
955,PHY,QUANTUM FIELD THEORY(PHY681),3-0-0-0(9),ARJUN  BAGCHI (I),MTh 12:00-13:15,,,,,
956,PHY,QUANTUM FIELD THEORY(PHY681A),3-0-0-0(9),ARJUN  BAGCHI (I),M (T110) Th (T110)  12:00-13:15,T110,,,,
957,PHY,TECHNIQUES IN EXPERIMENTAL HIGH ENERGY PHYSICS(PHY683),3-0-0-0(9),Navaneeth Poonthottathil(I),WF 10:30-12:00,,,,,
958,PHY,TECHNIQUES IN EXPERIMENTAL HIGH ENERGY PHYSICS(PHY683A),3-0-0-0(9),Navaneeth Poonthottathil(I),W (T108) F (T108)  10:30-12:00,T108,,,,
959,PHY,COHERENCE & QUANTUM ENTANGLEMENT(PHY690G),3-0-0-0(9),ANAND KUMAR  JHA (I),M (T203) Th (T203)  12:00-13:15,T203,,,,
960,PHY,COSMOLOGY(PHY690I),3-0-0-0(9),"Debtosh Chowdhury(I), Sabyasachi Chakraborty(O)","M (T206) Th (T206)  10:00-11:00 ,T (T206)  12:00-13:00",T206,,,,
961,PHY,CORRELATED ELECTRONS AND QUANTUM MAGNETISM(PHY690N),3-0-0-0(9),AVINASH  SINGH   (I),W (T112) F (T112)  17:00-18:30,T112,,,,
962,PHY,TYPE II SUPERCONDUCTORS VORTICES & APPLICATIONS(PHY690S),3-0-0-0(9),SATYAJIT  BANERJEE   (I),W (T107) F (T107)  10:30-12:00,T107,,,,
963,PHY,M.SC.RESEARCH PROJECT I(PHY696A),0-0-0-9(9),Arijit Kundu(I),,,,,,
964,PHY,M.SC.RESEARCH PROJECT I(PHY698A),0-0-0-9(9),Arijit Kundu(I),,,,,,
965,PHY,RESEARCH(PHY799),0-0-0-0(0),DPGCPHY (I),,,,,,
966,PSE,INTRODUCTION TO PHOTONICS(PSE601),3-0-0-0(9),PRADEEP  KUMAR K   (I),MTh 10:30-12:00,,,,,
967,PSE,INTRODUCTION TO PHOTONICS(PSE601A),3-0-0-0(9),PRADEEP  KUMAR K   (I),M (SL215) Th (SL215)  10:30-12:00,SL215,,,,
968,PSE,PRINCIPLES OF LASERS AND DETECTORS(PSE602),3-0-0-0(9),"DEBABRATA  GOSWAMI (I), UTPAL  DAS   (O)",MTh 12:00-13:15,,,,,
969,PSE,PRINCIPLES OF LASERS AND DETECTORS(PSE602A),3-0-0-0(9),"DEBABRATA  GOSWAMI (I), UTPAL  DAS   (O)",M (SL215) Th (SL215)  12:00-13:15,SL215,,,,
970,PSE,NUMERICAL METHODS IN OPTICS(PSE603),3-0-0-0(9),RAJSHEKHAR  GANNAVARPU (I),WF 10:30-12:00,,,,,
971,PSE,NUMERICAL METHODS IN OPTICS(PSE603A),3-0-0-0(9),RAJSHEKHAR  GANNAVARPU (I),W (SL215) F (SL215)  10:30-12:00,SL215,,,,
972,PSE,M. TECH THESIS(PSE699),0-0-0-0(0),"DPGCPSE (I), DUGCPSE (O)",,,,,,
973,PSE,PHD THESIS(PSE799),0-0-0-0(0),DPGCPSE (I),,,,,,
974,PSE,MS - RESEARCH THESIS(PSE899),0-0-0-0(0),DPGCPSE (I),,,,,,
975,SEE,THERMO-FLUID ENGINEERING(SEE601),3-0-0-0(9),Laltu Chandra(I),"T 10:00-11:00 ,WF 15:00-16:00 ,M 17:00-18:00",,,,,
976,SEE,THERMO-FLUID ENGINEERING(SEE601A),3-0-0-0(9),Laltu Chandra(I),"T (T112)  10:00-11:00 ,W (T112) F (T112)  15:00-16:00 ,M (T112)  17:00-18:00",T112,,,,
977,SEE,PHYSICS OF ENERGY MATERIALS(SEE602),3-0-0-0(9),"Sudarshan Narayanan(I), ASHISH GARG(O)",MTh 09:00-10:15,,,,,
978,SEE,PHYSICS OF ENERGY MATERIALS(SEE602A),3-0-0-0(9),Sudarshan Narayanan(I),M (T207) Th (T207)  09:00-10:15,T207,,,,
979,SEE,ELECTRICAL POWER ENGINEERING(SEE603),3-0-0-0(9),Prabodh Bajpai(I),MTh 12:00-13:15,,,,,
980,SEE,ELECTRICAL POWER ENGINEERING(SEE603A),3-0-0-0(9),Prabodh Bajpai(I),M (T212) Th (T212)  12:00-13:15,T212,,,,
981,SEE,ELECTROCHEMICAL ENERGY SYSTEMS(SEE606A),3-0-0-0(9),Kanwar Singh Nalwa(I),W (L05) F (L05)  10:30-12:00,L05,,,,
