Course Name/Group Name,Credits,Instructor,Time,Time.1,Time.2,Cleaned_Time_3,day1,day2,day3,start_time123,end_time123,day4,day5,start_time456,end_time456
PHILOSOPHY OF BEAUTY(PHI161),3-1-0-0(11),PRASHANT BHALCHANDRA  BAGAD (I),MWF 18:00-19:00,Th 18:00-19:00,,,M,W,F,18:00 PM,19:00 PM,,,,
PHILOSOPHY OF BEAUTY(PHI161A),3-1-0-0(11),PRASHANT BHALCHANDRA  BAGAD (I),M (L06) W (L06) F (L06)  18:00-19:00,Th (L11) Th (L06)  18:00-19:00,,,M,W,F,18:00 PM,19:00 PM,,,,
INDIVIDUAL VS AUTHORITY(PHI448A),3-0-0-0(9),VINEET  SAHU (I),M (L13) W (L13) F (L13)  17:00-18:00,,,,M,W,F,17:00 PM,18:00 PM,,,,
PHILOSOPHY OF COGNITIVE SCIENCE(PHI452A),3-0-0-0(9),Lalit  Saraswat(I),T (L02) W (L02) F (L02)  12:00-13:00,,,,T,W,F,12:00 PM,13:00 PM,,,,
PHILOSOPHICAL LOGIC(PHI455A),3-0-0-0(9),A V RAVISHANKAR  SARMA (I),M (WL235) W (WL235) F (WL235)  17:00-18:00,,,,M,W,F,17:00 PM,18:00 PM,,,,
CONTEMPORARY THEMES IN MORAL EPISTEMOLOGY(PHI711),3-0-0-0(9),Sushruth Ravish(I),WF 17:00-18:30,,,,W,F,,17:00 PM,18:30 PM,,,,
CONTEMPORARY THEMES IN MORAL EPISTEMOLOGY(PHI711A),3-0-0-0(9),Sushruth Ravish(I),W (WL237) F (WL237)  17:00-18:30,,,,W,F,,17:00 PM,18:30 PM,,,,
MODAL LOGIC(PHI768),3-0-0-0(9),A V RAVISHANKAR  SARMA (I),WF 09:00-10:15,,,,W,F,,9:00 AM,10:15 AM,,,,
MODAL LOGIC(PHI768A),3-0-0-0(9),A V RAVISHANKAR  SARMA (I),W (T107) F (T107)  09:00-10:15,,,,W,F,,9:00 AM,10:15 AM,,,,
SOCIAL AND POLITICAL PHILOSPHY(PHI774),3-0-0-0(9),VINEET  SAHU (I),MTh 12:00-13:15,,,,M,Th,,12:00 PM,13:15 PM,,,,
SOCIAL AND POLITICAL PHILOSPHY(PHI774A),3-0-0-0(9),VINEET  SAHU (I),M (FB668) Th (FB668)  12:00-13:15,,,,M,Th,,12:00 PM,13:15 PM,,,,
PLATO(PHI785),3-0-0-0(9),PRASHANT BHALCHANDRA  BAGAD (I),WF 10:30-12:00,,,,W,F,,10:30 AM,12:00 PM,,,,
PLATO(PHI785A),3-0-0-0(9),PRASHANT BHALCHANDRA  BAGAD (I),W (FB668) F (FB668)  10:30-12:00,,,,W,F,,10:30 AM,12:00 PM,,,,
EVOLUTIONARY THEORIES OF KNOWLEDGE AND COGNITION(PHI786),3-0-0-0(9),Lalit  Saraswat(I),MTh 10:30-12:00,,,,M,Th,,10:30 AM,12:00 PM,,,,
EVOLUTIONARY THEORIES OF KNOWLEDGE AND COGNITION(PHI786A),3-0-0-0(9),Lalit  Saraswat(I),M (T107) Th (T107)  10:30-12:00,,,,M,Th,,10:30 AM,12:00 PM,,,,
PHD THESIS(PHI799),0-0-0-0(0),DPGCHSS (I),,,,,,,,,,,,,
APPLICATION OF PSYCHOLOGY TO LIFE(PSY152),3-1-0-0(11),KUMAR RAVI  PRIYA (I),MWF 18:00-19:00,Th 18:00-19:00,,,M,W,F,18:00 PM,19:00 PM,,,,
APPLICATION OF PSYCHOLOGY TO LIFE(PSY152A),3-1-0-0(11),KUMAR RAVI  PRIYA (I),M (L14) W (L14) F (L14)  18:00-19:00,Th (L14)  18:00-19:00,,,M,W,F,18:00 PM,19:00 PM,,,,
SOCIAL COGNITION(PSY468A),3-0-0-0(9),SHIKHA   DIXIT  (I),T (L08) W (L08) F (L08)  12:00-13:00,,,,T,W,F,12:00 PM,13:00 PM,,,,
QUALITATIVE RESEARCH : THEORY AND PRACTICE(PSY774),3-0-0-0(9),KUMAR RAVI  PRIYA (I),WF 10:30-12:00,,,,W,F,,10:30 AM,12:00 PM,,,,
QUALITATIVE RESEARCH : THEORY AND PRACTICE(PSY774A),3-0-0-0(9),KUMAR RAVI  PRIYA (I),W (T105) F (T105)  10:30-12:00,,,,W,F,,10:30 AM,12:00 PM,,,,
ADVANCED COURSE IN SOCIAL COGNITION(PSY798),3-0-0-0(9),SHIKHA   DIXIT  (I),MTh 12:00-13:15,,,,M,Th,,12:00 PM,13:15 PM,,,,
ADVANCED COURSE IN SOCIAL COGNITION(PSY798A),3-0-0-0(9),SHIKHA   DIXIT  (I),M (FB657) Th (FB657)  12:00-13:15,,,,M,Th,,12:00 PM,13:15 PM,,,,
PHD THESIS(PSY799),0-0-0-0(0),DPGCHSS (I),,,,,,,,,,,,,
INTRODUCTORY SOCIOLOGY(SOC171),3-1-0-0(11),Thounaojam Somokanta(I),MWF 18:00-19:00,Th 18:00-19:00,,,M,W,F,18:00 PM,19:00 PM,,,,
INTRODUCTORY SOCIOLOGY(SOC171A),3-1-0-0(11),Thounaojam Somokanta(I),M (L02) W (L02) F (L02)  18:00-19:00,Th (L15) Th (L02)  18:00-19:00,,,M,W,F,18:00 PM,19:00 PM,,,,
SOCIOLOGY OF DEVELOPMENT(SOC470A),3-0-0-0(9),BINAY  KUMAR  PATTNAIK (I),T (L04) W (L04) F (L04)  12:00-13:00,,,,T,W,F,12:00 PM,13:00 PM,,,,
INTRODUCTION TO COMPUTATIONAL SOCIOLOGY(SOC471A),3-0-0-0(9),Pradip  Swarnakar(I),M (T201) W (T201) F (T201)  17:00-18:00,,,,M,W,F,17:00 PM,18:00 PM,,,,
INDIAN SOCIETY AND CULTURE(SOC473A),3-0-0-0(9),"MUNMUN  JHA (I), ANINDITA  CHAKRABARTI (O)",M (L16) W (L16) F (L16)  17:00-18:00,,,,M,W,F,17:00 PM,18:00 PM,,,,
CONTEMPORARY APPLICATIONS OF SOCIAL DEMOGRAPHY(SOC476A),3-0-0-0(9),Esha Chatterjee(I),M (L08) W (L08) F (L08)  17:00-18:00,,,,M,W,F,17:00 PM,18:00 PM,,,,
SOCIOLOGY OF GLOBALIZATION(SOC482A),3-0-0-0(9),JILLET SARAH SAM(I),T (T201) W (T201) F (T201)  12:00-13:00,,,,T,W,F,12:00 PM,13:00 PM,,,,
SOCIOLOGICAL THEORY(SOC721),3-0-0-0(9),"MUNMUN  JHA (I), ANINDITA  CHAKRABARTI (O)",MTh 09:00-10:15,,,,M,Th,,9:00 AM,10:15 AM,,,,
SOCIOLOGICAL THEORY(SOC721A),3-0-0-0(9),"MUNMUN  JHA (I), ANINDITA  CHAKRABARTI (O)",M (FB668) Th (FB668)  09:00-10:15,,,,M,Th,,9:00 AM,10:15 AM,,,,
POPULATION PROCESSES(SOC733),3-0-0-0(9),Esha Chatterjee(I),WF 10:30-12:00,,,,W,F,,10:30 AM,12:00 PM,,,,
POPULATION PROCESSES(SOC733A),3-0-0-0(9),Esha Chatterjee(I),W (EEM111) F (EEM111)  10:30-12:00,,,,W,F,,10:30 AM,12:00 PM,,,,
SOCIOLOGY OF ENVIRONMENT(SOC742),3-0-0-0(9),"B N PATNAIK(I), Pradip  Swarnakar(O)",MTh 14:00-15:15,,,,M,Th,,14:00 PM,15:15 PM,,,,
SOCIOLOGY OF ENVIRONMENT(SOC742A),3-0-0-0(9),"B N PATNAIK(I), Pradip  Swarnakar(O)",M (FB657) Th (FB657)  14:00-15:15,,,,M,Th,,14:00 PM,15:15 PM,,,,
SOCIAL THEORY IN  LATE TWENTIETH CENTURY(SOC745),3-0-0-0(9),"Thounaojam Somokanta(I), JILLET SARAH SAM(O)",MTh 10:30-12:00,,,,M,Th,,10:30 AM,12:00 PM,,,,
SOCIAL THEORY IN  LATE TWENTIETH CENTURY(SOC745A),3-0-0-0(9),"Thounaojam Somokanta(I), JILLET SARAH SAM(O)",M (T108) Th (T108)  10:30-12:00,,,,M,Th,,10:30 AM,12:00 PM,,,,
PHD THESIS(SOC799),0-0-0-0(0),DPGCHSS (I),,,,,,,,,,,,,
INTRODUCTION TO MANAGEMENT(IME201),3-0-0-0(9),"DEEPU  PHILIP (I), Abhinava Tripathi(O), AMIT SHUKLA(O)",M (L01) W (L01) Th (L01)  08:00-09:00,,,,M,W,T,8:00 AM,9:00 AM,,,,
PROBABILITY AND STATISTICS(IME602),3-0-0-0(9),RAGHU NANDAN SENGUPTA(I),MTh 09:00-10:15,,,,M,Th,,9:00 AM,10:15 AM,,,,
PROBABILITY AND STATISTICS(IME602A),3-0-0-0(9),RAGHU NANDAN SENGUPTA(I),M (C3) Th (C3)  09:00-10:15,,,,M,Th,,9:00 AM,10:15 AM,,,,
INTRODUCTION TO COMPUTING(IME603),3-0-0-0(9),VEENA BANSAL(I),"T 14:00-15:15 ,M 15:30-17:00",,,,T,1,,14:00 PM,15:15 PM,M,,15:30 PM,17:00 PM
INTRODUCTION TO COMPUTING(IME603A),3-0-0-0(9),VEENA BANSAL(I),"T (C3)  14:00-15:15 ,M (C3)  15:30-17:00",,,,T,1,,14:00 PM,15:15 PM,M,,15:30 PM,17:00 PM
OPERATIONS RESEARCH FOR MANAGEMENT(IME605),3-0-0-0(9),SRI VANAMALLA V(I),WF 12:00-13:15,,,,W,F,,12:00 PM,13:15 PM,,,,
OPERATIONS RESEARCH FOR MANAGEMENT(IME605A),3-0-0-0(9),SRI VANAMALLA V(I),W (C3) F (C3)  12:00-13:15,,,,W,F,,12:00 PM,13:15 PM,,,,
COMPUTER AIDED DECISION SYSTEMS(IME624),3-0-0-0(9),DEEPU  PHILIP (I),"T 10:00-11:00 ,M 17:00-18:00",,,,T,1,,10:00 AM,11:00 AM,M,,17:00 PM,18:00 PM
COMPUTER AIDED DECISION SYSTEMS(IME624A),3-0-0-0(9),DEEPU  PHILIP (I),"T (C1)  10:00-11:00 ,M (C1)  17:00-18:00",,,,T,1,,10:00 AM,11:00 AM,M,,17:00 PM,18:00 PM
INTRODUCTION TO GAME THEORY(IME636),3-0-0-0(9),Vinay Ramani(I),MTh 12:00-13:15,,,,M,Th,,12:00 PM,13:15 PM,,,,
INTRODUCTION TO GAME THEORY(IME636A),3-0-0-0(9),Vinay Ramani(I),MTh 12:00-13:15,,,,M,Th,,12:00 PM,13:15 PM,,,,
DATA MINING AND KNOWLEDGE DISCOVERY(IME672),3-0-0-0(9),FAIZ HAMID(I),WF 10:30-12:00,,,,W,F,,10:30 AM,12:00 PM,,,,
DATA MINING AND KNOWLEDGE DISCOVERY(IME672A),3-0-0-0(9),FAIZ HAMID(I),W (C3) F (C3)  10:30-12:00,,,,W,F,,10:30 AM,12:00 PM,,,,
ADVANCED STATISTICAL METHODS FOR BUSINESS ANALYTICS(IME692),3-0-0-0(9),RAGHU NANDAN SENGUPTA(I),"F 14:00-15:00 ,T 17:00-18:00",,,,F,1,,14:00 PM,15:00 PM,T,,17:00 PM,18:00 PM
ADVANCED STATISTICAL METHODS FOR BUSINESS ANALYTICS(IME692A),3-0-0-0(9),RAGHU NANDAN SENGUPTA(I),"F (C3)  14:00-15:00 ,T (C3)  17:00-18:00",,,,F,1,,14:00 PM,15:00 PM,T,,17:00 PM,18:00 PM
SEMINAR(IME698),0-0-0-0(0),DPGCIME (I),,,,,,,,,,,,,
SEMINAR(IME698A),0-0-0-0(0),DPGCIME (I),,,,,,,,,,,,,
M TECH THESIS(IME699),0-0-0-0(0),"DPGCIME (I), DUGCIME (O)",,,,,,,,,,,,,
STATISTICAL METHODS FOR MANAGEMENT RESEARCH(IME701),3-0-0-0(9),SRI VANAMALLA V(I),MTh 12:00-13:15,,,,M,Th,,12:00 PM,13:15 PM,,,,
STATISTICAL METHODS FOR MANAGEMENT RESEARCH(IME701A),3-0-0-0(9),SRI VANAMALLA V(I),M (C3) Th (C3)  12:00-13:15,,,,M,Th,,12:00 PM,13:15 PM,,,,
PHD THESIS(IME799),0-0-0-0(0),DPGCIME (I),,,,,,,,,,,,,
ACCOUNTING & FINANCE(MBA601),3-0-0-0(10),Harshal Mulay(I),"T 10:00-11:00 ,M 17:00-18:00",,,,T,1,,10:00 AM,11:00 AM,M,,17:00 PM,18:00 PM
ACCOUNTING & FINANCE(MBA601A),3-0-0-1(10),Harshal Mulay(I),"T (C5)  10:00-11:00 ,M (C5)  17:00-18:00",,,,T,1,,10:00 AM,11:00 AM,M,,17:00 PM,18:00 PM
ECONOMIC ANALYSIS FOR MANAGEMENT(MBA606),3-0-0-0(10),Vinay Ramani(I),WF 09:00-10:15,,,,W,F,,9:00 AM,10:15 AM,,,,
ECONOMIC ANALYSIS FOR MANAGEMENT(MBA606A),3-0-0-1(10),Vinay Ramani(I),W (C5) F (C5)  09:00-10:15,,,,W,F,,9:00 AM,10:15 AM,,,,
ORGANIZATION STRUCTURE AND BEHAVIOUR(MBA611),3-0-0-0(10),"RAHUL VARMAN(I), AMIT SHUKLA(O)",MTh 10:30-12:00,,,,M,Th,,10:30 AM,12:00 PM,,,,
ORGANIZATION STRUCTURE AND DESIGN(MBA611A),3-0-0-1(10),"RAHUL VARMAN(I), AMIT SHUKLA(O)",M (C5) Th (C5)  10:30-12:00,,,,M,Th,,10:30 AM,12:00 PM,,,,
STRATEGIC MANAGEMENT(MBA623),3-0-0-0(10),R R K  SHARMA (I),WF 09:00-10:15,,,,W,F,,9:00 AM,10:15 AM,,,,
STRATEGIC MANAGEMENT(MBA623A),3-0-0-0(10),R R K  SHARMA (I),W (C1) F (C1)  09:00-10:15,,,,W,F,,9:00 AM,10:15 AM,,,,
MARKETING MANAGEMENT(MBA631),3-0-0-0(10),Jitender Kumar(I),"T 14:00-15:15 ,M 15:30-17:00",,,,T,1,,14:00 PM,15:15 PM,M,,15:30 PM,17:00 PM
MARKETING MANAGEMENT(MBA631A),3-0-0-1(10),Jitender Kumar(I),"T (C5)  14:00-15:15 ,M (C5)  15:30-17:00",,,,T,1,,14:00 PM,15:15 PM,M,,15:30 PM,17:00 PM
BUSINESS PROCESS MANAGEMENT(MBA647),3-0-0-0(10),SUBHAS CHANDRA  MISRA (I),MTh 10:30-12:00,,,,M,Th,,10:30 AM,12:00 PM,,,,
BUSINESS PROCESS MANAGEMENT(MBA647A),3-0-0-0(10),SUBHAS CHANDRA  MISRA (I),M (C1) Th (C1)  10:30-12:00,,,,M,Th,,10:30 AM,12:00 PM,,,,
QUANTITATIVE METHODS FOR DECISION MAKING(MBA651),3-0-0-0(10),"FAIZ HAMID(I), AVIJIT KHANRA(O)",TTh 15:30-17:00,,,,T,Th,,15:30 PM,17:00 PM,,,,
QUANTITATIVE METHODS FOR DECISION MAKING(MBA651A),3-0-0-1(10),"FAIZ HAMID(I), AVIJIT KHANRA(O)",T (C5) Th (C5)  15:30-17:00,,,,T,Th,,15:30 PM,17:00 PM,,,,
STATISTICAL MODELLING FOR BUSINESS ANALYTICS(MBA652),3-0-0-0(10),DEVLINA CHATTERJEE(I),MTh 12:00-13:15,,,,M,Th,,12:00 PM,13:15 PM,,,,
STATISTICAL MODELLING FOR BUSINESS ANALYTICS(MBA652A),3-0-0-1(10),DEVLINA CHATTERJEE(I),M (C2) Th (C2)  12:00-13:15,,,,M,Th,,12:00 PM,13:15 PM,,,,
SUPPLY CHAIN MANAGEMENT(MBA664),3-0-0-0(10),Vipin B(I),TTh 15:30-17:00,,,,T,Th,,15:30 PM,17:00 PM,,,,
SUPPLY CHAIN MANAGEMENT(MBA664A),3-0-0-0(10),Vipin B(I),T (C4) Th (C4)  15:30-17:00,,,,T,Th,,15:30 PM,17:00 PM,,,,
PROJECT MANAGEMENT(MBA666),3-0-0-0(10),Suvendu Naskar(I),"T 12:00-13:00 ,W 14:00-15:00",,,,T,1,,12:00 PM,13:00 PM,W,,14:00 PM,15:00 PM
PROJECT MANAGEMENT(MBA666A),3-0-0-1(10),Suvendu Naskar(I),"T (C2)  12:00-13:00 ,W (C2)  14:00-15:00",,,,T,1,,12:00 PM,13:00 PM,W,,14:00 PM,15:00 PM
INTRODUCTION TO POLICY MAKING(MBA669),3-0-0-0(10),Jothsna Rajan(I),"T 12:00-13:00 ,W 14:00-15:00",,,,T,1,,12:00 PM,13:00 PM,W,,14:00 PM,15:00 PM
INTRODUCTION TO POLICY MAKING(MBA669A),3-0-0-0(10),Jothsna Rajan(I),"T (C1)  12:00-13:15 ,W (C1)  14:00-15:15",,,,T,1,,12:00 PM,13:15 PM,W,,14:00 PM,15:15 PM
MANAGING SERVICE OPERATIONS(MBA671),3-0-0-0(9),Prerna Gautam(I),MTh 12:00-13:15,,,,M,Th,,12:00 PM,13:15 PM,,,,
MANAGING SERVICE OPERATIONS(MBA671A),3-0-0-0(10),Prerna Gautam(I),M (C1) Th (C1)  12:00-13:15,,,,M,Th,,12:00 PM,13:15 PM,,,,
POWER SECTOR REFORM & REFORM AND REGULATION(MBA683),3-0-0-0(10),ANOOP SINGH(I),MTh 10:30-12:00,,,,M,Th,,10:30 AM,12:00 PM,,,,
POWER SECTOR REFORM & REGULATION: THEORY AND PRACTICE(MBA683A),3-0-0-0(10),ANOOP SINGH(I),M (C2) Th (C2)  10:30-12:00,,,,M,Th,,10:30 AM,12:00 PM,,,,
MANAGEMENT SEMINARS(MBA698),0-0-0-0(0),DPGCIME (I),,,,,,,,,,,,,
MANAGEMENT SEMINARS(MBA698A),0-0-0-0(0),DPGCIME (I),,,,,,,,,,,,,
CAPSTONE PROJECT I(MBA701),0-0-0-0(9),DPGCIME (I),,,,,,,,,,,,,
CAPSTONE PROJECT I(MBA701A),0-0-0-0(9),DPGCIME (I),,,,,,,,,,,,,
GOVERNANCE OF GLOBAL VALUE CHAINS(MBA717A),3-0-0-0(5),RAHUL VARMAN(I),W (C1) F (C1)  12:00-13:15,,,,W,F,,12:00 PM,13:15 PM,,,,
GOVERNANCE OF GLOBAL VALUE CHAINS(MBA717M),3-0-0-0(5),RAHUL VARMAN(I),WF 12:00-13:15,,,,W,F,,12:00 PM,13:15 PM,,,,
INTRODUCTION TO CLIMATE CHANGE ECONOMICS AND POLICY(MBA726),3-0-0-0(10),Mousami Prasad(I),WF 10:30-12:00,,,,W,F,,10:30 AM,12:00 PM,,,,
INTRODUCTION TO CLIMATE CHANGE ECONOMICS AND POLICY(MBA726A),3-0-0-1(10),Mousami Prasad(I),W (L08) F (L08)  10:30-12:00,,,,W,F,,10:30 AM,12:00 PM,,,,
BUSINESS TO BUSINESS MARKETING(MBA731A),3-0-0-1(5),Giridhar Vishlavath(I),T (C2) Th (C2)  15:30-17:00,,,,T,Th,,15:30 PM,17:00 PM,,,,
BUSINESS TO BUSINESS MARKETING(MBA731M),3-0-0-0(5),Giridhar Vishlavath(I),TTh 15:30-17:00,,,,T,Th,,15:30 PM,17:00 PM,,,,
STRATEGIC MARKETING COMMUNICATIONS(MBA736A),3-0-0-0(5),AMIT SHUKLA(I),WF 10:30-12:00,,,,W,F,,10:30 AM,12:00 PM,,,,
STRATEGIC MARKETING COMMUNICATIONS(MBA736M),3-0-0-0(5),AMIT SHUKLA(I),WF 10:30-12:00,,,,W,F,,10:30 AM,12:00 PM,,,,
MACHINE LEARNING APPLICATIONS IN FINANCIAL MARKETS(MBA737A),3-0-0-0(5),Abhinava Tripathi(I),W (C1) F (C1)  17:00-18:30,,,,W,F,,17:00 PM,18:30 PM,,,,
SOCIAL MEDIA ANALYTICS I(MBA749A),3-0-0-0(5),SHANKAR PRAWESH(I),MTh 10:30-12:00,,,,M,Th,,10:30 AM,12:00 PM,,,,
SOCIAL MEDIA ANALYTICS I(MBA749M),3-0-0-0(5),SHANKAR PRAWESH(I),MTh 10:30-12:00,,,,M,Th,,10:30 AM,12:00 PM,,,,
SOCIAL MEDIA ANALYTICS II(MBA750A),3-0-0-0(5),SHANKAR PRAWESH(I),MTh 10:30-12:00,,,,M,Th,,10:30 AM,12:00 PM,,,,
SOCIAL MEDIA ANALYTICS II(MBA750M),3-0-0-0(5),SHANKAR PRAWESH(I),MTh 10:30-12:00,,,,M,Th,,10:30 AM,12:00 PM,,,,
FINANCIAL INTERMEDIATION & COMMERCIAL BANKING(MBA773A),3-0-0-0(5),B V  PHANI (I),MTh 14:00-15:15,,,,M,Th,,14:00 PM,15:15 PM,,,,
FINANCIAL INTERMEDIATION & COMMERCIAL BANKING(MBA773M),3-0-0-0(5),B V  PHANI (I),MTh 14:00-15:15,,,,M,Th,,14:00 PM,15:15 PM,,,,
CREDIT RISK MANAGEMENT & MODELLING(MBA774A),3-0-0-0(5),B V  PHANI (I),M (C1) Th (C1)  14:00-15:15,,,,M,Th,,14:00 PM,15:15 PM,,,,
CREDIT RISK MANAGEMENT & MODELLING(MBA774M),3-0-0-0(5),B V  PHANI (I),MTh 14:00-15:15,,,,M,Th,,14:00 PM,15:15 PM,,,,
BEHAVIORAL ECONOMICS IN MANAGEMENT(MBA783A),3-0-0-0(5),DEVLINA CHATTERJEE(I),M (C1) Th (C1)  09:00-10:15,,,,M,Th,,9:00 AM,10:15 AM,,,,
BEHAVIORAL ECONOMICS IN MANAGEMENT(MBA783M),3-0-0-0(5),DEVLINA CHATTERJEE(I),MTh 09:00-10:15,,,,M,Th,,9:00 AM,10:15 AM,,,,
THERMODYNAMICS(ESO201),3-1-0-1(11),AVINASH  KUMAR AGARWAL   (I),M (L20) W (L20) F (L20)  10:00-11:00,Th (L11) Th (L12) Th (T105) Th (T106) Th (T101) Th (T103) Th (T104) Th (T102)  10:00-11:00,,,M,W,F,10:00 AM,11:00 AM,,,,
THERMODYNAMICS(ESO201A),3-1-0-0(11),AVINASH  KUMAR AGARWAL   (I),MWThF 10:00-11:00,,,,M,W,T,10:00 AM,11:00 AM,,,,
PRINCIPLES OF BIOTECHNOLOGY(ESO206),3-0-0-0(9),"ASHWANI KUMAR  THAKUR (I), Shanu Jain(O)",M (DJAB(205H)) W (DJAB(205H)) F (DJAB(205H))  09:00-10:00,,,,M,W,F,9:00 AM,10:00 AM,,,,
DYNAMICS(ME209),3-0-0-0(9),Akhilesh Mimani(I),M (L19) W (L19) F (L19)  12:00-13:00,,,,M,W,F,12:00 PM,13:00 PM,,,,
ENERGY SYSTEMS I(ME301A),2-0-0-0(6),Abhishek Sarkar(I),W (L02) F (L02)  11:00-12:00,,,,W,F,,11:00 AM,12:00 PM,,,,
ADVANCE MECHANICS OF SOLIDS(ME321A),2-0-1-0(7),Manjesh Singh(I),M (L02) Th (L02)  11:00-12:00,,MTTh 14:00-17:00,,M,Th,,11:00 AM,12:00 PM,,,,
INTRODUCTION TO REFRIGERATION AND AIR CONDITIONING(ME340A),3-0-0-0(9),Pranav Joshi(I),M (L03) Th (L03)  09:00-10:15,,,,M,Th,,9:00 AM,10:15 AM,,,,
THEORY OF MECHANISMS & MACHINES(ME352A),2-0-1-0(7),K Guruprasad(I),M (L18) Th (L18)  12:00-12:50,,MTTh 14:00-17:00,,M,Th,,12:00 PM,12:50 PM,,,,
INTERNAL COMBUSTION ENGINES(ME359A),3-0-0-0(9),SAMEER  KHANDEKAR   (I),M (T201) Th (T201)  10:30-12:00,,,,M,Th,,10:30 AM,12:00 PM,,,,
MANUFACTURING SCIENCE & TECHNOLOGY(ME361A),3-0-1-0(10),"Supratik Mukhopadhyay(I), Virkeshwar Kumar(O)","M (L02) F (L02)  08:00-09:00 ,T (L02)  09:00-10:00",,MTTh 14:00-17:00,,M,F,,8:00 AM,9:00 AM,T,,9:00 AM,10:00 AM
MECHANICAL ENGINEERING COMMUNICATION SKILLS(ME399A),0-0-0-2(2),"JISHNU  BHATTACHARYA (I), B  BHATTACHARYA   (O)",T (L01)  10:00-12:00,,,,T,1,,10:00 AM,12:00 PM,,,,
ENERGY SYSTEMS-II(ME401A),3-0-1-0(10),GAUTAM  BISWAS (I),"W (L02) F (L02)  16:00-17:00 ,T (L02)  18:00-19:00",,MTh 14:00-16:00,,W,F,,16:00 PM,17:00 PM,T,,18:00 PM,19:00 PM
NUMERICAL SOLUTIONS IN ENGINEERING MECHANICS(ME454A),3-0-0-0(9),ANINDYA  CHATTERJEE (I),"T (T104)  14:00-15:15 ,M (T104)  15:30-17:00",,,,T,1,,14:00 PM,15:15 PM,M,,15:30 PM,17:00 PM
UNDER GRADUATE PROJECT II(ME496A),0-0-0-0(9),DUGCME (I),,,,,,,,,,,,,
UNDER GRADUATE PROJECT III(ME497A),0-0-0-0(6),DUGCME (I),,,,,,,,,,,,,
ADVANCED THEORY OF TURBOMACHINERY(ME617),3-0-0-0(9),SUBRATA  SARKAR   (I),WF 17:00-18:30,,,,W,F,,17:00 PM,18:30 PM,,,,
ADVANCED THEORY OF TURBOMACHINERY(ME617A),3-0-0-0(9),SUBRATA  SARKAR   (I),W (T105) F (T105)  17:00-18:30,,,,W,F,,17:00 PM,18:30 PM,,,,
INTRODUCTION TO SOLID MECHANICS(ME621),3-0-0-0(9),BASANT LAL  SHARMA     (I),WF 09:00-10:15,,,,W,F,,9:00 AM,10:15 AM,,,,
INTRODUCTION TO SOLID MECHANICS(ME621A),3-0-0-0(9),BASANT LAL  SHARMA     (I),W (L08) F (L08)  09:00-10:15,,,,W,F,,9:00 AM,10:15 AM,,,,
FINITE ELEMENT METHODS IN ENGINEERING MECHANICS(ME623),3-0-0-0(9),SUMIT  BASU   (I),MTh 14:00-15:15,,,,M,Th,,14:00 PM,15:15 PM,,,,
FINITE ELEMENT METHODS IN ENGINEERING MECHANICS(ME623A),3-0-0-0(9),SUMIT  BASU   (I),M (T105) Th (T105)  14:00-15:15,,,,M,Th,,14:00 PM,15:15 PM,,,,
APPLIED DYNAMICS AND VIBRATIONS(ME625),3-0-0-0(9),Dipayan Mukherjee(I),MTh 10:30-12:00,,,,M,Th,,10:30 AM,12:00 PM,,,,
APPLIED DYNAMICS AND VIBRATIONS(ME625A),3-0-0-0(9),Dipayan Mukherjee(I),M (T209) Th (T209)  10:30-12:00,,,,M,Th,,10:30 AM,12:00 PM,,,,
VIBRATION OF CONTINUOUS SYSTEM(ME626),3-0-0-0(9),SHAKTI SINGH  GUPTA (I),MTh 09:00-10:15,,,,M,Th,,9:00 AM,10:15 AM,,,,
VIBRATION OF CONTINUOUS SYSTEMS(ME626A),3-0-0-0(9),SHAKTI SINGH  GUPTA (I),M (T210) Th (T210)  09:00-10:15,,,,M,Th,,9:00 AM,10:15 AM,,,,
NUMERICAL FLUID FLOW AND HEAT TRANSFER(ME630),3-0-0-0(9),ARUN KUMAR  SAHA   (I),"TF 12:00-13:00 ,W 14:00-15:00",,,,T,F,,12:00 PM,13:00 PM,W,,14:00 PM,15:00 PM
COMPUTATIONAL FLUID DYNAMICS AND HEAT TRANSFER(ME630A),3-0-0-0(9),ARUN KUMAR  SAHA   (I),"T (T112) F (T112)  12:00-13:00 ,W (T112)  14:00-15:00",,,,T,F,,12:00 PM,13:00 PM,W,,14:00 PM,15:00 PM
VISCOUS FLOW THEORY(ME631),3-0-0-0(9),Anikesh Pal(I),WF 10:30-12:00,,,,W,F,,10:30 AM,12:00 PM,,,,
VISCOUS FLOW THEORY(ME631A),3-0-0-0(9),Anikesh Pal(I),W (L14) F (L14)  10:30-12:00,,,,W,F,,10:30 AM,12:00 PM,,,,
CONDUCTION AND RADIATION(ME641),3-0-0-0(9),Shyam Gopalakrishnan(I),MTh 10:30-12:00,,,,M,Th,,10:30 AM,12:00 PM,,,,
CONDUCTION AND RADIATION(ME641A),3-0-0-0(9),Shyam Gopalakrishnan(I),M (T109) Th (T109)  10:30-12:00,,,,M,Th,,10:30 AM,12:00 PM,,,,
COMPUTER AIDED DESIGN OF THERMAL SYSTEMS(ME648),3-0-0-0(9),PRADIPTA K  PANIGRAHI (I),"W 12:00-13:00 ,F 14:00-15:00 ,T 17:00-18:00",,,T17:00-18:00,W,1,,12:00 PM,13:00 PM,F,,14:00 PM,15:00 PM
