,Course Name,Credits,Instructor,Time,Time.1,Time.2,day1,day2,day3,day4,day5,start_time_7,end_time_7,day7,start_time_8,end_time_8,day8,day9,day10,day11,start_time_1,start_time_2,start_time_3,end_time_1,end_time_2,end_time_3,start_time_4,start_time_5,end_time_4,end_time_5,end_time_9,end_time_10,end_time_11,start_time_9,start_time_10,start_time_11,Course Code
255,CHEMICAL BINDING(CHM621),9,DEBABRATA  GOSWAMI (I),WF 10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,CHM621
256,CHEMICAL BINDING(CHM621A),9,DEBABRATA  GOSWAMI (I),W (L13) F (L13)  10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,CHM621A
257,PRINCIPLES OF PHYSICAL CHEMISTRY(CHM629),9,DASARI L V K PRASAD(I),MTh 09:00-10:15,,,M,Th,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,CHM629
258,PRINCIPLES OF PHYSICAL CHEMISTRY(CHM629A),9,DASARI L V K PRASAD(I),M (FB434) Th (FB434)  09:00-10:15,,,M,Th,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,CHM629A
259,APPLICATIONS OF MODERN INSTRUMENTAL METHODS(CHM631),9,"Dharmaraja Allimuthu(I), Apparao Draksharapu(O)",WF 09:00-10:15,,,W,F,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,CHM631
260,APPLICATIONS OF MODERN INSTRUMENTAL METHODS(CHM631A),9,"Dharmaraja Allimuthu(I), Apparao Draksharapu(O)",W (L05) F (L05)  09:00-10:15,,,W,F,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,CHM631A
261,BIO-INORGANIC CHEMISTRY(CHM646),9,SANKAR PRASAD  RATH (I),MF 08:00-09:00,,,M,F,,,,,,,,,,,,,8:00 AM,8:00 AM,8:00 AM,9:00 AM,9:00 AM,9:00 AM,,,,,,,,,,,CHM646
262,BIO-INORGANIC CHEMISTRY(CHM646A),9,SANKAR PRASAD  RATH (I),M (L13) F (L13)  08:00-09:00,,,M,F,,,,,,,,,,,,,8:00 AM,8:00 AM,8:00 AM,9:00 AM,9:00 AM,9:00 AM,,,,,,,,,,,CHM646A
263,THE CHEMISTRY OF METAL-CARBON BOND: STRUCTURE REACTIVITY & APPLICATIONS(CHM648),9,BASKER SUNDARARAJU(I),MTh 12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,CHM648
264,THE CHEMISTRY OF METAL-CARBON BOND: STRUCTURE REACTIVITY & APPLICATIONS(CHM648A),9,BASKER SUNDARARAJU(I),M (T108) Th (T108)  12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,CHM648A
265,PRINCIPLES OF INORGANIC CHEMISTRY(CHM649),9,Ritika  Gautam(I),WF 10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,CHM649
266,PRINCIPLES OF INORGANIC CHEMISTRY(CHM649A),9,Ritika  Gautam(I),W (FB434) F (FB434)  10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,CHM649A
267,ORGANIC STRUCTURE DETERMINATION BY SPECTROSCOPIC TECHNIQUES(CHM656),9,R  GURUNATH (I),WF 17:00-18:30,,,W,F,,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:30 PM,18:30 PM,18:30 PM,,,,,,,,,,,CHM656
268,ORGANIC STRUCTURE DETERMINATION BY SPECTROSCOPIC TECHNIQUES(CHM656A),9,R  GURUNATH (I),W (T207) F (T207)  17:00-18:30,,,W,F,,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:30 PM,18:30 PM,18:30 PM,,,,,,,,,,,CHM656A
269,FRONTIERS IN INORGANIC CHEMISTRY(CHM691),9,SABUJ KUMAR KUNDU(I),WF 17:00-18:30,,,W,F,,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:30 PM,18:30 PM,18:30 PM,,,,,,,,,,,CHM691
270,FRONTIERS IN INORGANIC CHEMISTRY(CHM691A),9,SABUJ KUMAR KUNDU(I),W (T111) F (T111)  17:00-18:30,,,W,F,,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:30 PM,18:30 PM,18:30 PM,,,,,,,,,,,CHM691A
271,MOLECULAR MODELLING IN CHEMISTRY(CHM695),9,AMALENDU  CHANDRA     (I),WF 17:00-18:30,,,W,F,,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:30 PM,18:30 PM,18:30 PM,,,,,,,,,,,CHM695
272,MOLECULAR MODELLING IN CHEMISTRY(CHM695A),9,AMALENDU  CHANDRA     (I),W (FB434) F (FB434)  17:00-18:30,,,W,F,,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:30 PM,18:30 PM,18:30 PM,,,,,,,,,,,CHM695A
273,CHEMISTRY OF DRUG DESIGN AND METABOLISM(CHM698),9,SANDEEP  VERMA   (I),MTh 12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,CHM698
274,CHEMISTRY OF DRUG DESIGN AND METABOLISM(CHM698A),9,SANDEEP  VERMA   (I),M (FB426) Th (FB426)  12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,CHM698A
275,M. Sc. PROJECT(CHM699A),18,DUGCCHM (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHM699A
276,RESEARCH(CHM799),0,DPGCCHM (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHM799
277,GENERAL SEMINAR2(CHM800),0,DPGCCHM (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHM800
278,GENERAL SEMINAR(CHM800A),0,DPGCCHM (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHM800A
279,GRADUATE SEMINAR(CHM801),0,DPGCCHM (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHM801
280,GRADUATE SEMINAR(CHM801A),0,DPGCCHM (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHM801A
281,INORGANIC MOLECULES MATERIALS & MEDICINE(CSO203),11,"ASHIS KUMAR PATRA(I), JITENDRA   BERA(O)",MThF 09:00-10:00,W 09:00-10:00,,M,Th,,,,,,,9:00 AM,10:00 AM,W,,,,9:00 AM,9:00 AM,9:00 AM,10:00 AM,10:00 AM,10:00 AM,,,,,,,,,,,CSO203
282,INORGANIC MOLECULES  MATERIALS & MEDICINE(CSO203A),11,"ASHIS KUMAR PATRA(I), JITENDRA   BERA(O)",M (L02) Th (L02) F (L02)  09:00-10:00,W (L14) W (L10) W (L15) W (L11)  09:00-10:00,,M,Th,,,,,,,9:00 AM,10:00 AM,W,,,,9:00 AM,9:00 AM,9:00 AM,10:00 AM,10:00 AM,10:00 AM,,,,,,,,,,,CSO203A
283,ENGLISH LANGUAGE & COMMUNICATION (BASIC) (SCHEME)(ELC111),9,SUDHARSHANA N P(I),M (DJAB(205H)) M (EEM117) M (DJAB(206H)) M (DJAB(203H)) W (DJAB(206H)) W (DJAB(203H)) W (DJAB(205H)) W (EEM117) F (DJAB(205H)) F (EEM117) F (DJAB(206H)) F (DJAB(203H))  17:00-18:00,Th (DJAB(203H)) Th (DJAB(205H)) Th (EEM117) Th (DJAB(206H))  17:00-18:00,,M,M,M,,,,,,17:00 PM,18:00 PM,T,,,,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,,,,,,,BASIC
284,ENGLISH LANGUAGE & COMMUNICATION (INTERMEDIATE) (SCHEME)(ELC112),9,SUDHARSHANA N P(I),M (DJAB(206H)) M (DJAB(205H)) W (DJAB(205H)) W (DJAB(206H)) F (DJAB(206H)) F (DJAB(205H))  08:00-09:00,Th (DJAB(205H)) Th (DJAB(206H))  08:00-09:00,,M,M,W,,,,,,8:00 AM,9:00 AM,T,,,,8:00 AM,8:00 AM,8:00 AM,9:00 AM,9:00 AM,9:00 AM,,,,,,,,,,,INTERMEDIATE
285,ENGLISH LANGUAGE & COMMUNICATION (ADVANCED) (SCHEME)(ELC113),9,SUDHARSHANA N P(I),M (DJAB(203H)) M (EEM117) W (DJAB(203H)) W (EEM117) F (DJAB(203H)) F (EEM117)  08:00-09:00,Th (EEM117) Th (DJAB(203H))  08:00-09:00,,M,M,W,,,,,,8:00 AM,9:00 AM,T,,,,8:00 AM,8:00 AM,8:00 AM,9:00 AM,9:00 AM,9:00 AM,,,,,,,,,,,ADVANCED
286,MATHEMATICS FOR COMPUTER SCIENCE -I(CS201),9,MANINDRA  AGRAWAL   (I),M (RM101) W (RM101) F (RM101)  12:00-13:00,,,M,W,F,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,,,,,,,,,,,CS201
287,TECHNICAL COMMUNICATION(CS300A),2,Preeti Malakar(I),T (RM101)  10:00-12:00,,,T,1,,,,,,,,,,,,,10:00 AM,10:00 AM,10:00 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,CS300A
288,OPERATING SYSTEMS(CS330A),12,Debadatta Mishra(I),T (RM101) W (RM101) Th (RM101)  08:00-09:00,,,T,W,T,,,,,,,,,,,,8:00 AM,8:00 AM,8:00 AM,9:00 AM,9:00 AM,9:00 AM,,,,,,,,,,,CS330A
289,THEORY OF COMPUTATION(CS340A),9,SUNIL EASAW  SIMON (I),"M (RM101) F (RM101)  08:00-09:00 ,T (RM101)  09:00-10:00",,,M,F,,T,,,,,,,,,,,8:00 AM,8:00 AM,8:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,10:00 AM,10:00 AM,,,,,,,CS340A
290,ALGORITHMS -II(CS345A),9,SURENDER  BASWANA   (I),M (L16) W (L16) F (L16)  09:00-10:00,,,M,W,F,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:00 AM,10:00 AM,10:00 AM,,,,,,,,,,,CS345A
291,PRINCIPLES OF PROGRAMMING LANGAUGES(CS350A),9,AMEY  KARKARE   (I),W (KD102) F (KD102)  15:30-17:00,,,W,F,,,,,,,,,,,,,15:30 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,17:00 PM,,,,,,,,,,,CS350A
292,INTRODUCTION TO COMPUTER GRAPHICS(CS360A),9,Soumya Dutta(I),M (KD101) Th (KD101)  10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,CS360A
293,UG PROJECT (UGP-I)(CS395A),4,DUGCCSE (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UGP-I
294,UG PROJECT (UGP-II)(CS396A),9,DUGCCSE (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UGP-II
295,COMPUTER ARCHITECTURE(CS422A),9,MAINAK  CHAUDHURI   (I),M (KD101) Th (KD101)  12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,CS422A
296,INTRODUCTION TO SOFTWARE ENGINEERING(CS455A),9,Sruti Ragavan(I),M (KD101) Th (KD101)  14:00-15:15,,,M,Th,,,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,,,,,,,,,,,CS455A
297,UNDER GRADUATE PROJECT-III(CS498A),9,DUGCCSE (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS498A
298,UNDER GRADUATE PROJECT-IV(CS499A),9,DUGCCSE (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS499A
299,DESIGN AND ANALYSIS OF ALGORITHMS(CS602),9,SANJEEV  SAXENA   (I),WF 09:00-10:15,,,W,F,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,CS602
300,DESIGN AND ANALYSIS OF ALGORITHMS(CS602A),9,SANJEEV  SAXENA   (I),W (RM101) F (RM101)  09:00-10:15,,,W,F,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,CS602A
301,PROGRAMMING FOR PERFORMANCE(CS610),9,Swarnendu  Biswas(I),WF 10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,CS610
302,PROGRAMMING FOR PERFORMANCE(CS610A),9,Swarnendu  Biswas(I),W (KD102) F (KD102)  10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,CS610A
303,HUMAN CENTERED COMPUTING(CS616),9,Nisheeth  Srivastava   (I),MTh 09:00-10:15,,,M,Th,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,CS616
304,HUMAN CENTERED COMPUTING(CS616A),9,Nisheeth  Srivastava   (I),M (KD101) Th (KD101)  09:00-10:15,,,M,Th,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,CS616A
305,COMPUTER SYSTEMS SECURITY(CS628),9,Angshuman Karmakar(I),MTh 14:00-15:15,,,M,Th,,,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,,,,,,,,,,,CS628
306,COMPUTER SYSTEMS SECURITY(CS628A),9,Angshuman Karmakar(I),M (KD103) Th (KD103)  14:00-15:15,,,M,Th,,,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,,,,,,,,,,,CS628A
307,EMBEDDED AND CYBER-PHYSICAL SYSTEMS(CS637),9,INDRANIL  SAHA (I),MTh 12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,CS637
308,EMBEDDED AND CYBER-PHYSICAL SYSTEMS(CS637A),9,INDRANIL  SAHA (I),M (L07) Th (L07)  12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,CS637A
309,PROGRAM ANALYSIS  VERIFICATION AND TESTING(CS639),9,SUBHAJIT  ROY (I),MTh 10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,CS639
310,PROGRAM ANALYSIS  VERIFICATION AND TESTING(CS639A),9,SUBHAJIT  ROY (I),M (KD102) Th (KD102)  10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,CS639A
311,TOPICS IN LINEAR PROGRAMMING(CS655),9,RAJAT  MITTAL (I),"T 14:00-15:15 ,M 15:30-17:00",,,T,1,,M,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,,,,,,,CS655
312,TOPICS IN LINEAR PROGRAMMING(CS655A),9,RAJAT  MITTAL (I),"T (KD102)  14:00-15:15 ,M (KD102)  15:30-17:00",,,T,1,,M,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,,,,,,,CS655A
313,HARDWARE SECURITY OF INTERNET OF THINGS(CS666),9,Urbi Chatterjee(I),"W 12:00-13:00 ,F 14:00-15:00 ,T 17:00-18:00",,,W,1,,F,,17:00 PM,18:00 PM,T,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,14:00 PM,14:00 PM,15:00 PM,15:00 PM,,,,,,,CS666
314,HARDWARE SECURITY OF INTERNET OF THINGS(CS666A),9,Urbi Chatterjee(I),"W (KD102)  12:00-13:00 ,F (KD102)  14:00-15:00 ,T (KD102)  17:00-18:00",,,W,1,,F,,17:00 PM,18:00 PM,T,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,14:00 PM,14:00 PM,15:00 PM,15:00 PM,,,,,,,CS666A
315,COMPUTATIONAL GENOMICS(CS690),9,Hamim  Zafar(I),WF 10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,CS690
316,COMPUTATIONAL GENOMICS(CS690A),9,Hamim  Zafar(I),W (RM101) F (RM101)  10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,CS690A
317,SPECIAL TOPICS IN COMPUTER SCIENCE(CS697),9,DPGCCSE (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS697
318,SPECIAL TOPICS IN COMPUTER SCIENCE(CS697A),9,DPGCCSE (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS697A
319,M TECH THESIS(CS699),0,"DPGCCSE (I), DUGCCSE (O)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS699
320,SENSING COMMUNICATIONS AND NETWORKING FOR SMART WIRELESS DEVICES(CS724),9,Amitangshu Pal(I),MTh 09:00-10:15,,,M,Th,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,CS724
321,SENSING  COMMUNICATIONS AND NETWORKING FOR SMART WIRELESS DEVICES(CS724A),9,Amitangshu Pal(I),M (KD102) Th (KD102)  09:00-10:15,,,M,Th,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,CS724A
322,PSEUDO-RANDOM GENERATORS(CS744),9,SATYADEV  NANDAKUMAR   (I),"TF 12:00-13:00 ,W 14:00-15:00",,,T,F,,W,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,14:00 PM,14:00 PM,15:00 PM,15:00 PM,,,,,,,CS744
323,PSEUDO-RANDOM GENERATORS(CS744A),9,SATYADEV  NANDAKUMAR   (I),"T (KD102) F (KD102)  12:00-13:00 ,W (KD102)  14:00-15:00",,,T,F,,W,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,14:00 PM,14:00 PM,15:00 PM,15:00 PM,,,,,,,CS744A
324,RANDOMIZED METHODS IN COMPUTATIONAL COMPLEXITY(CS747),9,NITIN  SAXENA (I),MTh 14:00-15:15,,,M,Th,,,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,,,,,,,,,,,CS747
325,RANDOMIZED METHODS IN COMPUTATIONAL COMPLEXITY(CS747A),9,NITIN  SAXENA (I),MTh 14:00-15:15,,,M,Th,,,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,,,,,,,,,,,CS747A
326,MACHINE LEARNING TECHNIQUES(CS771),9,PIYUSH  RAI (I),MTh 18:00-19:15,,,M,Th,,,,,,,,,,,,,18:00 PM,18:00 PM,18:00 PM,19:15 PM,19:15 PM,19:15 PM,,,,,,,,,,,CS771
327,INTRODUCTION TO MACHINE LEARNING(CS771A),9,PIYUSH  RAI (I),M (L20) Th (L20)  18:00-19:15,,,M,Th,,,,,,,,,,,,,18:00 PM,18:00 PM,18:00 PM,19:15 PM,19:15 PM,19:15 PM,,,,,,,,,,,CS771A
328,TOPICS IN LEARNING THEORY(CS777),9,Sutanu Gayen(I),WF 15:35-16:50,,,W,F,,,,,,,,,,,,,15:35 PM,15:35 PM,15:35 PM,16:50 PM,16:50 PM,16:50 PM,,,,,,,,,,,CS777
329,TOPICS IN LEARNING THEORY(CS777A),9,Sutanu Gayen(I),WF 15:35-16:50,,,W,F,,,,,,,,,,,,,15:35 PM,15:35 PM,15:35 PM,16:50 PM,16:50 PM,16:50 PM,,,,,,,,,,,CS777A
330,STATISTICAL NATURAL LANGUAGE PROCESSING(CS779),9,Ashutosh Modi(I),WF 17:00-18:30,,,W,F,,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:30 PM,18:30 PM,18:30 PM,,,,,,,,,,,CS779
331,STATISTICAL NATURAL LANGUAGE PROCESSING(CS779A),9,Ashutosh Modi(I),W (KD102) F (KD102)  17:00-18:30,,,W,F,,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:30 PM,18:30 PM,18:30 PM,,,,,,,,,,,CS779A
332,SPECIAL TOPICS IN COMPUTER SCIENCE(CS797),9,DPGCCSE (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS797
333,SPECIAL TOPICS IN COMPUTER SCIENCE(CS797A),9,DPGCCSE (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS797A
334,POST QUANTUM CRYPTOGRAPHY(CS798C),9,Debapriya Roy(I),W (KD102) F (KD102)  09:00-10:15,,,W,F,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,CS798C
335,INTRODUCTION TO PROBABILITY FOR COMPUTER SCIENCE(CS798F),9,SUMIT  GANGULY   (I),M (KD102) Th (KD102)  12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,CS798F
336,TOPICS IN LARGE DATA ANALYSIS AND VISUALIZATION(CS798I),9,"Preeti Malakar(I), Soumya Dutta(O)","T (KD101)  14:00-15:15 ,M (KD101)  15:30-17:00",,,T,1,,M,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,,,,,,,CS798I
337,INTRODUCTION TO LINEAR LOGIC AND ITS APPLICATION(CS798J),9,ANIL  SETH   (I),W (KD103) F (KD103)  15:30-17:00,,,W,F,,,,,,,,,,,,,15:30 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,17:00 PM,,,,,,,,,,,CS798J
338,PHD THESIS(CS799),0,DPGCCSE (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS799
339,MS - RESEARCH THESIS(CS899),0,DPGCCSE (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS899
340,FUNDAMENTALS OF COMPUTING - I(ESC111M) /C,7,Priyanka Bagade(I),M (L20) Th (L20) F (L20)  12:00-13:00,W (T210) W (T203) W (T111) W (T107) W (T205) W (T110) W (T209) W (T109) W (T112) W (T206) W (T108) W (T204) W (T106) W (T101) W (T207) W (T208)  12:00-13:00,F 14:00-17:00,M,Th,,,,,,,12:00 PM,13:00 PM,W,F,,None,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,,,,,5:00 PM,5:00 PM,5:00 PM,2:00 PM,2:00 PM,2:00 PM,ESC111M
341,FUNDAMENTALS OF COMPUTING - I(ESC111M) /D,7,Priyanka Bagade(I),MThF 12:00-13:00,W 12:00-13:00,,M,Th,,,,,,,12:00 PM,13:00 PM,W,,,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,,,,,,,,,,,ESC111M
342,FUNDAMENTALS OF COMPUTING - II(ESC112M) /C,7,Priyanka Bagade(I),MThF 12:00-13:00,W 12:00-13:00,,M,Th,,,,,,,12:00 PM,13:00 PM,W,,,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,,,,,,,,,,,ESC112M
343,FUNDAMENTALS OF COMPUTING - II(ESC112M) /D,7,Priyanka Bagade(I),MThF 12:00-13:00,W 12:00-13:00,F 14:00-17:00,M,Th,,,,,,,12:00 PM,13:00 PM,W,F,,None,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,,,,,5:00 PM,5:00 PM,5:00 PM,2:00 PM,2:00 PM,2:00 PM,ESC112M
344,DATA STRUCTURE & ALGORITHM(ESO207),12,RAGHUNATH  TEWARI (I),M (L18) W (L18) F (L18)  10:00-11:00,,MW 14:00-17:00,M,W,F,,,,,,,,,M,W,,10:00 AM,10:00 AM,10:00 AM,11:00 AM,11:00 AM,11:00 AM,,,,,5:00 PM,5:00 PM,5:00 PM,2:00 PM,2:00 PM,2:00 PM,ESO207
345,DATA STRUCTURE & ALGORITHM(ESO207A),12,RAGHUNATH  TEWARI (I),MWF 10:00-11:00,,MW 14:00-17:00,M,W,F,,,,,,,,,M,W,,10:00 AM,10:00 AM,10:00 AM,11:00 AM,11:00 AM,11:00 AM,,,,,5:00 PM,5:00 PM,5:00 PM,2:00 PM,2:00 PM,2:00 PM,ESO207A
346,DESIGN THEORY(DES601),9,KOUMUDI  PATIL (I),MTh 10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,DES601
347,DESIGN THEORY(DES601A),9,KOUMUDI  PATIL (I),M (DP309) Th (DP309)  10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,DES601A
348,DESIGN PRACTICE I(DES602),9,JANAKARAJAN  RAMKUMAR   (I),WF 12:00-13:15,,,W,F,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,DES602
349,DESIGN PRACTICE I(DES602A),9,JANAKARAJAN  RAMKUMAR   (I),W (DP309) F (DP309)  12:00-13:15,,,W,F,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,DES602A
350,INTEGRATED PRODUCT DEVELOPMENT-I(DES633),9,NACHIKETA  TIWARI (I),WF 09:00-10:15,,,W,F,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,DES633
351,INTEGRATED PRODUCT DEVELOPMENT-I(DES633A),9,NACHIKETA  TIWARI (I),W (DP309) F (DP309)  09:00-10:15,,,W,F,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,DES633A
