,Course Name,Credits,Instructor,Time,Time.1,Time.2,day1,day2,day3,day4,day5,start_time_7,end_time_7,day7,start_time_8,end_time_8,day8,day9,day10,day11,start_time_1,start_time_2,start_time_3,end_time_1,end_time_2,end_time_3,start_time_4,start_time_5,end_time_4,end_time_5,end_time_9,end_time_10,end_time_11,start_time_9,start_time_10,start_time_11,Course Code
94,FLUID MECHANICS FOR CIVIL ENGINEERS(CE261),10,"Chunendra Sahu(I), RAJESH  SRIVASTAVA (O)",M (L18) W (L18) F (L18)  17:00-18:00,,TThF 14:00-17:00,M,W,F,,,,,,,,,T,Th,F,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,5:00 PM,5:00 PM,5:00 PM,2:00 PM,2:00 PM,2:00 PM,CE261
95,ENVIRONMENTAL QUALITY AND POLLUTION(CE311A),12,"MUKESH  SHARMA (I), TARUN  GUPTA (O), VINOD  TARE (O)","M (L16) F (L16)  08:00-09:00 ,T (L16)  09:00-10:00",,MTWThF 14:00-17:00,M,F,,T,,,,,,,,M,T,W,8:00 AM,8:00 AM,8:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,10:00 AM,10:00 AM,5:00 PM,5:00 PM,5:00 PM,2:00 PM,2:00 PM,2:00 PM,CE311A
96,GEOINFORMATICS(CE331A),11,BHARAT  LOHANI     (I),T (L16) W (L16) Th (L16)  08:00-09:00,,MTTh 14:00-17:00,T,W,T,,,,,,,,,M,T,Th,8:00 AM,8:00 AM,8:00 AM,9:00 AM,9:00 AM,9:00 AM,,,,,5:00 PM,5:00 PM,5:00 PM,2:00 PM,2:00 PM,2:00 PM,CE331A
97,CIVIL ENGINEERING COMMUNICATION SKILLS(CE341),2,ARGHYA DAS(I),T (L16)  10:00-12:00,,,T,1,,,,,,,,,,,,,10:00 AM,10:00 AM,10:00 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,CE341
98,SOIL MECHANICS(CE351A),8,Jagdish  Sahoo(I),W (L02) F (L02)  15:00-16:00,,MTTh 14:00-17:00,W,F,,,,,,,,,,M,T,Th,15:00 PM,15:00 PM,15:00 PM,16:00 PM,16:00 PM,16:00 PM,,,,,5:00 PM,5:00 PM,5:00 PM,2:00 PM,2:00 PM,2:00 PM,CE351A
99,ENGINEERING HYDROLOGY(CE361A),6,"Tushar Apurv(I), SAUMYEN  GUHA (O)",T (L02) Th (L02)  17:00-18:00,,,T,Th,,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,,,,,,,CE361A
100,DESIGN OF STEEL STRUCTURES(CE371A),6,SUDIB KUMAR MISHRA(I),W (L01) F (L01)  14:00-15:00,,,W,F,,,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:00 PM,15:00 PM,15:00 PM,,,,,,,,,,,CE371A
101,CONSTRUCTION MANAGEMENT(CE441B),5,SUPARNO MUKHOPADHYAY(I),WF 15:00-16:15,,,W,F,,,,,,,,,,,,,15:00 PM,15:00 PM,15:00 PM,16:15 PM,16:15 PM,16:15 PM,,,,,,,,,,,CE441B
102,APPLICATION OF GEOTECHNICAL ENGINEERING(CE451A),11,Bipin  Gupta(I),M (T210) Th (T210)  10:30-12:00,T (T211)  17:10-18:15,,M,Th,,,,,,,17:10 PM,18:15 PM,T,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,CE451A
103,SPECIAL TOPICS IN STRUCTURAL DESIGN(CE471A),11,"Chinmoy Kolay(I), Amar Nath Chowdhury(O)","T (T208)  14:00-15:30 ,M (T208)  15:30-17:00",F (T208)  17:00-18:00,,T,1,,M,,,,,17:00 PM,18:00 PM,F,,,,14:00 PM,14:00 PM,14:00 PM,15:30 PM,15:30 PM,15:30 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,,,,,,,CE471A
104,TRANSPORTATION FACILITIES DESIGN(CE481A),11,"Venkatesan  Kanagaraj(I), Prabin Ashish(O)",M (L12) Th (L12)  12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,CE481A
105,MATHEMATICS FOR CIVIL ENGINEERS(CE603),5,Hemant Gehlot(I),M 09:00-10:15,,,M,0,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,CE603
106,MATHEMATICS FOR CIVIL ENGINEERS(CE603A),5,Hemant Gehlot(I),M (L13)  09:00-10:15,,,M,0,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,CE603A
107,NUMERICAL METHODS FOR CIVIL ENGINEERS(CE604),5,SAMIT  RAY CHAUDHURI (I),TTh 15:30-17:00,,,T,Th,,,,,,,,,,,,,15:30 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,17:00 PM,,,,,,,,,,,CE604
108,NUMERICAL METHODS FOR CIVIL ENGINEERS(CE604A),5,SAMIT  RAY CHAUDHURI (I),Th (T104)  15:30-17:00,,,T,h,,,,,,,,,,,,,15:30 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,17:00 PM,,,,,,,,,,,CE604A
109,PROBABILITY AND STATISTICS FOR CIVIL ENGINEERS(CE605),5,Balaji Devaraju(I),T 15:30-17:00,,,T,1,,,,,,,,,,,,,15:30 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,17:00 PM,,,,,,,,,,,CE605
110,PROBABILITY AND STATISTICS FOR CIVIL ENGINEERS(CE605A),5,Balaji Devaraju(I),T (T108)  15:30-17:00,,,T,1,,,,,,,,,,,,,15:30 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,17:00 PM,,,,,,,,,,,CE605A
111,OPTIMIZATION METHODS FOR CIVIL ENGINEERS(CE606M),5,SUPARNO MUKHOPADHYAY(I),M (T109) Th (T109)  14:00-15:15,,,M,Th,,,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,,,,,,,,,,,CE606M
112,ADVANCED HYDROLOGY(CE610),9,"Tushar Apurv(I), SAUMYEN  GUHA (O)",WF 09:00-10:15,,,W,F,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,CE610
113,ADVANCED HYDROLOGY(CE610A),9,"Tushar Apurv(I), SAUMYEN  GUHA (O)",W (T102) F (T102)  09:00-10:15,,,W,F,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,CE610A
114,ENGINEERING HYDRAULICS(CE611),9,"Chunendra Sahu(I), RAJESH  SRIVASTAVA (O)",WF 10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,CE611
115,ADVANCED HYDRAULICS(CE611A),9,"Chunendra Sahu(I), RAJESH  SRIVASTAVA (O)",W (T110) F (T110)  10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,CE611A
116,VADOSE ZONE HYDROLOGY(CE618),9,RICHA  OJHA (I),MTh 12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,CE618
117,VADOSE ZONE HYDROLOGY(CE618A),9,RICHA  OJHA (I),M (T204) Th (T204)  12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,CE618A
118,STRUCTURAL DYNAMICS(CE620),9,VINAY KUMAR  GUPTA (I),MTh 09:00-10:15,,,M,Th,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,CE620
119,STRUCTURAL DYNAMICS(CE620A),9,VINAY KUMAR  GUPTA (I),M (T204) Th (T204)  09:00-10:15,,,M,Th,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,CE620A
120,ENGINEERING MECHANICS(CE621),9,DURGESH C  RAI (I),MTh 10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,CE621
121,ENGINEERING MECHANICS(CE621A),9,DURGESH C  RAI (I),M (L08) Th (L08)  10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,CE621A
122,ROCK MECHANICS(CE630),9,Gaurav  Tiwari(I),MTh 09:00-10:15,,,M,Th,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,CE630
123,ROCK MECHANICS(CE630A),9,Gaurav  Tiwari(I),M (L15) Th (L15)  09:00-10:15,,,M,Th,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,CE630A
124,ADVANCED GEOTECHNICAL ENGINEERING(CE631),9,RAJESH SATHIYAMOORTHY(I),MTh 12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,CE631
125,ADVANCED GEOTECHNICAL ENGINEERING(CE631A),9,RAJESH SATHIYAMOORTHY(I),M (T210) Th (T210)  12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,CE631A
126,GEOTECHNICAL MEASUREMENTS AND EXPLORATION(CE638),6,NIHAR RANJAN  PATRA (I),WF 09:00-10:15,,WF 14:00-16:50,W,F,,,,,,,,,,W,F,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,4:50 PM,4:50 PM,4:50 PM,2:00 PM,2:00 PM,2:00 PM,CE638
127,GEOTECHNICAL MEASUREMENTS AND EXPLORATION(CE638A),9,NIHAR RANJAN  PATRA (I),W (T104) F (T104)  09:00-10:15,,WF 14:00-16:50,W,F,,,,,,,,,,W,F,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,4:50 PM,4:50 PM,4:50 PM,2:00 PM,2:00 PM,2:00 PM,CE638A
128,ADVANCEMENTS IN CONCRETE(CE653M),5,HARISH K V(I),M (T209) Th (T209)  12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,CE653M
129,CONCRETE SCIENCE AND ENGINEERING PROPERTIES(CE654M),5,HARISH K V(I),M (T205) Th (T205)  12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,CE654M
130,PHYSICO-CHEMICAL PRINCIPLES AND PROCESS(CE664),9,ABHAS SINGH(I),WF 10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,CE664
131,PHYSICO-CHEMICAL PRINCIPLES AND PROCESS(CE664A),9,ABHAS SINGH(I),W (T104) F (T104)  10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,CE664A
132,ECOLOGICAL AND BIOLOGICAL PRINCIPLES AND PROCESS(CE665),9,PURNENDU  BOSE (I),WF 17:00-18:30,,,W,F,,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:30 PM,18:30 PM,18:30 PM,,,,,,,,,,,CE665
133,ECOLOGICAL AND BIOLOGICAL PRINCIPLES AND PROCESS(CE665A),9,PURNENDU  BOSE (I),W (T107) F (T107)  17:00-18:30,,,W,F,,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:30 PM,18:30 PM,18:30 PM,,,,,,,,,,,CE665A
134,AIR POLLUTION AND ITS CONTROL(CE666),9,SACHCHIDANAND  TRIPATHI (I),"T 14:00-15:15 ,M 15:30-17:00",,,T,1,,M,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,,,,,,,CE666
135,AIR POLLUTION AND ITS CONTROL(CE666A),9,SACHCHIDANAND  TRIPATHI (I),"T (L04)  14:00-15:15 ,M (L04)  15:30-17:00",,,T,1,,M,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,,,,,,,CE666A
136,INTRODUCTION TO REMOTE SENSING(CE671),11,Salil Goel(I),MTh 12:00-13:15,,F 14:00-16:00,M,Th,,,,,,,,,,F,,None,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,4:00 PM,4:00 PM,4:00 PM,2:00 PM,2:00 PM,2:00 PM,CE671
137,INTRODUCTION TO REMOTE SENSING(CE671A),11,Salil Goel(I),M (WL237) Th (WL237)  12:00-13:15,,F 14:00-16:00,M,Th,,,,,,,,,,F,,None,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,4:00 PM,4:00 PM,4:00 PM,2:00 PM,2:00 PM,2:00 PM,CE671A
138,INTRODUCTION TO GEODESY(CE678),11,Balaji Devaraju(I),WF 10:30-12:00,,W 14:00-16:00,W,F,,,,,,,,,,W,,None,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,4:00 PM,4:00 PM,4:00 PM,2:00 PM,2:00 PM,2:00 PM,CE678
139,PHYSICAL GEODESY(CE678A),11,Balaji Devaraju(I),W (T111) F (T111)  10:30-12:00,,W 14:00-16:00,W,F,,,,,,,,,,W,,None,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,4:00 PM,4:00 PM,4:00 PM,2:00 PM,2:00 PM,2:00 PM,CE678A
140,TRAFFIC ENGINEERING(CE683),9,PARTHA  CHAKROBORTY (I),TTh 15:30-17:00,,,T,Th,,,,,,,,,,,,,15:30 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,17:00 PM,,,,,,,,,,,CE683
141,TRAFFIC ENGINEERING(CE683A),9,PARTHA  CHAKROBORTY (I),T (L08) Th (L08)  15:30-17:00,,,T,Th,,,,,,,,,,,,,15:30 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,17:00 PM,,,,,,,,,,,CE683A
142,M. TECH THESIS(CE699),0,"DPGCCE (I), DUGCCE (O)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE699
143,UNSATURATED SOIL MECHANICS(CE732),9,Partha Narayan Mishra (I),WF 10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,CE732
144,UNSATURATED SOIL MECHANICS(CE732A),9,Partha Narayan Mishra (I),W (T101) F (T101)  10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,CE732A
145,HYDROMETRY(CE738),9,SHIVAM TRIPATHI(I),MTh 10:30-12:00,,ThF 14:00-17:00,M,Th,,,,,,,,,,Th,,F,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,5:00 PM,5:00 PM,5:00 PM,2:00 PM,2:00 PM,2:00 PM,CE738
146,HYDROMETRY(CE738A),9,SHIVAM TRIPATHI(I),M (WL237) Th (WL237)  10:30-12:00,,ThF 14:00-17:00,M,Th,,,,,,,,,,Th,,F,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,5:00 PM,5:00 PM,5:00 PM,2:00 PM,2:00 PM,2:00 PM,CE738A
147,ADJUSTMENT COMPUTATIONS FOR GEOINFORMATICS-I(CE770),6,ONKAR  DIKSHIT   (I),WF 12:00-13:15,,WF 16:00-17:00,W,F,,,,,,,,,,W,F,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,5:00 PM,5:00 PM,5:00 PM,4:00 PM,4:00 PM,4:00 PM,CE770
148,ADJUSTMENT COMPUTATIONS FOR GEOINFORMATICS-I(CE770A),6,ONKAR  DIKSHIT   (I),W (T105) F (T105)  12:00-13:15,,WF 16:00-17:00,W,F,,,,,,,,,,W,F,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,5:00 PM,5:00 PM,5:00 PM,4:00 PM,4:00 PM,4:00 PM,CE770A
149,REFERENCE FRAMES  COORDINATE SYSTEMS AND MAP PROJECTIONS(CE772M),6,NAGARAJAN BALASUBRAMANIAN(I),M (WL228) Th (WL228)  10:30-12:00,,Th 14:00-16:50,M,Th,,,,,,,,,,Th,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,4:50 PM,4:50 PM,4:50 PM,2:00 PM,2:00 PM,2:00 PM,CE772M
150,GEODETIC ASTRONOMY AND INTRODUCTION TO SATELLITE GEODESY(CE773M),6,NAGARAJAN BALASUBRAMANIAN(I),MTh 10:30-12:00,,Th 14:00-14:50,M,Th,,,,,,,,,,Th,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,2:50 PM,2:50 PM,2:50 PM,2:00 PM,2:00 PM,2:00 PM,CE773M
151,ANALYSIS AND DESIGN OF BITUMINOUS PAVEMENTS(CE786),9,ANIMESH  DAS (I),WF 09:00-10:15,,,W,F,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,CE786
152,ANALYSIS AND DESIGN OF BITUMINOUS PAVEMENTS(CE786A),9,ANIMESH  DAS (I),W (T111) F (T111)  09:00-10:15,,,W,F,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,CE786A
153,COMPUTATIONAL TOOLS FOR TRANSPORTATION ENGINEERING(CE787),9,"Pranamesh Chakraborty(I), Aditya Medury(O)","T 14:00-15:15 ,M 15:30-17:00",,F 14:00-16:50,T,1,,M,,,,,,,,F,,None,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,4:50 PM,4:50 PM,4:50 PM,2:00 PM,2:00 PM,2:00 PM,CE787
154,COMPUTATIONAL TOOLS FOR TRANSPORTATION ENGINEERING(CE787A),11,"Pranamesh Chakraborty(I), Aditya Medury(O)","T (T108)  14:00-15:15 ,M (T108)  15:30-17:00",,F 14:00-16:50,T,1,,M,,,,,,,,F,,None,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,4:50 PM,4:50 PM,4:50 PM,2:00 PM,2:00 PM,2:00 PM,CE787A
155,LITERATURE SEARCH AND REVIEW(CE791A),5,DPGCCE (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE791A
156,SCIENTIFIC WRITING SKILLS(CE792A),5,DPGCCE (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE792A
157,SCIENTIFIC PRASENTATION SKILLS(CE793A),5,DPGCCE (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE793A
158,SCIENTIFIC DATA ANALYSIS  PRESENTATION AND INTERPRETATION(CE794A),5,DPGCCE (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE794A
159,PHD SEMINAR I(CE797A),0,DPGCCE (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE797A
160,PHD SEMINAR II(CE798A),0,DPGCCE (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE798A
161,PHD THESIS(CE799),0,DPGCCE (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE799
162,MS RESEARCH SEMINAR I(CE897A),0,DPGCCE (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE897A
163,MS - RESEARCH THESIS(CE899),0,DPGCCE (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE899
164,COMPUTATIONAL METHODS IN ENGINEERING(ESO208),11,Gourabananda Pahar(I),MThF 11:00-12:00,W 11:00-12:00,,M,Th,,,,,,,11:00 AM,12:00 PM,W,,,,11:00 AM,11:00 AM,11:00 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ESO208
165,COMPUTATIONAL METHODS IN ENGINEERING(ESO208A),11,Gourabananda Pahar(I),M (L07) Th (L07) F (L07)  11:00-12:00,W (T206) W (T203) W (T207) W (T204) W (T208) W (T210) W (T205) W (T211) W (T209)  11:00-12:00,,M,Th,,,,,,,11:00 AM,12:00 PM,W,,,,11:00 AM,11:00 AM,11:00 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ESO208A
166,APPLIED PROBABILITY AND STATISTICS(HSO201A),11,"JOYDEEP  DUTTA (I), Aditya Vikram(O)",MThF 11:00-12:00,W 11:00-12:00,,M,Th,,,,,,,11:00 AM,12:00 PM,W,,,,11:00 AM,11:00 AM,11:00 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,HSO201A
167,ENGINEERING GRAPHICS(TA111) /A,9,SUDHIR MISRA(I),M (L18) W (L18)  15:00-16:00,,MTWThF 10:00-13:00,M,W,,,,,,,,,,M,T,W,15:00 PM,15:00 PM,15:00 PM,16:00 PM,16:00 PM,16:00 PM,,,,,1:00 PM,1:00 PM,1:00 PM,10:00 AM,10:00 AM,10:00 AM,TA111
168,ENGINEERING GRAPHICS(TA111) /B,9,PRISHATI  RAYCHOWDHURY   (I),M (L19) W (L19)  15:00-16:00,,MTWThF 10:00-13:00,M,W,,,,,,,,,,M,T,W,15:00 PM,15:00 PM,15:00 PM,16:00 PM,16:00 PM,16:00 PM,,,,,1:00 PM,1:00 PM,1:00 PM,10:00 AM,10:00 AM,10:00 AM,TA111
169,INTRODUCTION TO COGNITIVE SCIENCE(CGS401A),9,ARK VERMA(I),M (L07) Th (L07)  14:00-15:15,,,M,Th,,,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,,,,,,,,,,,CGS401A
170,COMPUTATIONAL TOOLS FOR COGNITIVE SCIENCE(CGS600A),11,Pragathi Balasubramani(I),M (WL235) Th (WL235)  12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,CGS600A
171,FOUNDATIONS OF COGNITIVE SCIENCE(CGS601),9,Narayanan Srinivasan(I),MTh 10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,CGS601
172,FOUNDATIONS OF COGNITIVE SCIENCE(CGS601A),9,Narayanan Srinivasan(I),MTh 10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,CGS601A
173,BASIC STATISTICS DATA ANALYSIS & INFERENCE(CGS602),11,Sharika KM(I),WF 17:00-18:30,,,W,F,,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:30 PM,18:30 PM,18:30 PM,,,,,,,,,,,CGS602
174,BASIC STATISTICS DATA ANALYSIS & INFERENCE(CGS602A),11,Sharika KM(I),W (T106) F (T106)  17:00-18:30,,,W,F,,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:30 PM,18:30 PM,18:30 PM,,,,,,,,,,,CGS602A
175,EXPERIMENT DESIGN AND ANALYSIS(CGS610),5,DEVPRIYA KUMAR(I),TTh 15:30-17:00,,,T,Th,,,,,,,,,,,,,15:30 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,17:00 PM,,,,,,,,,,,CGS610
176,EXPERIMENT DESIGN AND ANALYSIS(CGS610A),5,DEVPRIYA KUMAR(I),T (T109) Th (T109)  15:30-17:00,,,T,Th,,,,,,,,,,,,,15:30 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,17:00 PM,,,,,,,,,,,CGS610A
177,BASICS OF PSYCHOPHYSICS(CGS611),5,DEVPRIYA KUMAR(I),TTh 15:30-17:00,,,T,Th,,,,,,,,,,,,,15:30 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,17:00 PM,,,,,,,,,,,CGS611
178,BASICS OF PSYCHOPHYSICS(CGS611A),5,DEVPRIYA KUMAR(I),T (T107) Th (T107)  15:30-17:00,,,T,Th,,,,,,,,,,,,,15:30 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,17:00 PM,,,,,,,,,,,CGS611A
179,SEMINAR ON COGNITIVE SCIENCE(CGS700),0,DEVPRIYA KUMAR(I),WF 10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,CGS700
180,SEMINAR ON COGNITIVE SCIENCE(CGS700A),9,DEVPRIYA KUMAR(I),W (WL237) F (WL237)  10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,CGS700A
181,PROJECT(CGS702A),9,ARK VERMA(I),"T (T109)  14:00-15:15 ,M (T109)  15:30-17:00",,,T,1,,M,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,,,,,,,CGS702A
182,PHD THESIS(CGS799),0,DPGCCGS (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CGS799
183,MS - RESEARCH THESIS(CGS899),0,DPGCCGS (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CGS899
184,INTRODUCTION TO CHEMICAL ENGINEERING(CHE201),3,SIDDHARTHA  PANDA (I),T (L06)  10:00-11:00,,,T,1,,,,,,,,,,,,,10:00 AM,10:00 AM,10:00 AM,11:00 AM,11:00 AM,11:00 AM,,,,,,,,,,,CHE201
185,CHEMICAL PROCESS CALCULATIONS(CHE251),12,"SRI  SIVAKUMAR (I), DUGCCHE (O)",M (L01) W (L01) F (L01)  12:00-13:00,,MW 14:00-17:00,M,W,F,,,,,,,,,M,W,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,,,,,5:00 PM,5:00 PM,5:00 PM,2:00 PM,2:00 PM,2:00 PM,CHE251
186,CHEMICAL ENGINEERING COMMUNICATION SKILLS(CHE300A),2,RAGHVENDRA  SINGH (I),,,T 10:00-12:00,,,,,,,,,,,,T,,None,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,10:00 AM,10:00 AM,10:00 AM,CHE300A
