Course Name,Credits,Instructor,Time,Time.1,Time.2,day1,day2,day3,day4,day5,start_time_7,end_time_7,day7,start_time_8,end_time_8,day8,day9,day10,day11,start_time_1,start_time_2,start_time_3,end_time_1,end_time_2,end_time_3,start_time_4,start_time_5,end_time_4,end_time_5,end_time_9,end_time_10,end_time_11,start_time_9,start_time_10,start_time_11,Course Code
COMPUTATIONAL METHODS(AE703A),3-0-0-0(9),"ASHOKE  DE (I), Pradeep Moise(O)",M (Helicopter building) Th (Helicopter building)  09:00-10:15,,,M,Th,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,AE703A
DEFORMATION AND FRACTURE(AE704),3-0-0-0(9),RAJESH  KITEY   (I),WF 10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,AE704
DEFORMATION AND FRACTURE(AE704A),3-0-0-0(9),RAJESH  KITEY   (I),WF 10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,AE704A
MOLECULAR GAS DYNAMICS(AE747A),3-0-0-0(9),Not Offered (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AE747A
OPTIMAL SPACE FLIGHT CONTROL(AE777),3-0-0-0(9),ASHISH  TIWARI (I),MTh 12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,AE777
OPTIMAL SPACE FLIGHT CONTROL(AE777A),3-0-0-0(9),ASHISH  TIWARI (I),M (L02) Th (L02)  12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,AE777A
PHD THESIS(AE799),0-0-0-0(0),DPGCAE (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AE799
MS - RESEARCH THESIS(AE899),0-0-0-0(0),DPGCAE (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AE899
MECHANICS OF SOLIDS(ESO202),3-1-0-1(11),"Pritam  Chakraborty   (I), Gopalakrishna M Kamath   (O)",M (L16) Th (L16) F (L16)  10:00-11:00,W (T208) W (T205) W (T206) W (T207) W (T210) W (T203) W (T204) W (T209)  10:00-11:00,,M,Th,,,,,,,10:00 AM,11:00 AM,W,,,,10:00 AM,10:00 AM,10:00 AM,11:00 AM,11:00 AM,11:00 AM,,,,,,,,,,,ESO202
ORGAN SYSTEM PHYSIOLOGY AND ANATOMY(BSE211),3-0-0-0(9),Sai Pydi(I),M (DJAB(205H)) W (DJAB(205H)) F (DJAB(205H))  12:00-13:00,,,M,W,F,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,,,,,,,,,,,BSE211
BIOCHEMISTRY(BSE221),3-0-0-0(9),Anusmita Sahoo(I),M (BSBE SR) W (BSBE SR) F (BSBE SR)  17:00-18:00,,,M,W,F,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,,,,,,,BSE221
SCIENTIFIC & PROFESSIONAL COMMUNICATION(BSE301A),0-0-2-0(2),"Nitin  Mohan(I), Dibyendu Kumar Das  (O)",T (BSBE SR)  10:00-12:00,,,T,1,,,,,,,,,,,,,10:00 AM,10:00 AM,10:00 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,BSE301A
MOLECULAR CELL BIOLOGY(BSE311A),3-0-0-0(9),AMITABHA  BANDYOPADHYAY     (I),"M (BSBE SR) F (BSBE SR)  08:00-09:00 ,T (BSBE SR)  09:00-10:00",,,M,F,,T,,,,,,,,,,,8:00 AM,8:00 AM,8:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,10:00 AM,10:00 AM,,,,,,,BSE311A
MOLECULAR BIOLOGY LAB(BSE312A),1-0-6-0(9),Suresh Kumar(I),Th (BSBE SR)  17:10-18:00,,WTh 14:00-17:00,T,h,,,,,,,,,,W,Th,,17:10 PM,17:10 PM,17:10 PM,18:00 PM,18:00 PM,18:00 PM,,,,,5:00 PM,5:00 PM,5:00 PM,2:00 PM,2:00 PM,2:00 PM,BSE312A
BIOMATERIALS(BSE411A),3-0-2-0(11),Santosh Misra(I),T (BSBE SR) W (BSBE SR) Th (BSBE SR)  08:00-09:00,,,T,W,Th,,,,,,,,,,,,8:00 AM,8:00 AM,8:00 AM,9:00 AM,9:00 AM,9:00 AM,,,,,,,,,,,BSE411A
BIOMATERIAL  PHYSIOLOGY & BIO-MEMS LABORATORY(BSE412A),1-0-6-0(9),"Santosh Misra(I), Rakesh Majhi(O)",T (BSBE SR)  17:10-18:00,,MT 14:00-17:00,T,1,,,,,,,,,,M,T,,17:10 PM,17:10 PM,17:10 PM,18:00 PM,18:00 PM,18:00 PM,,,,,5:00 PM,5:00 PM,5:00 PM,2:00 PM,2:00 PM,2:00 PM,BSE412A
METHODS IN BIOTECHNOLOGY-I  EXPERIMENTAL BIOSEPERATION(BSE492A),3-0-0-0(9),ASHOK  KUMAR (I),M (BSBE SR) Th (BSBE SR)  09:00-10:15,,,M,Th,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,BSE492A
PROFESSIONAL COMMUNICATION(BSE601),1-0-0-0(0),SUBRAMANIAM  GANESH   (I),F 08:00-09:00,,,F,0,,,,,,,,,,,,,8:00 AM,8:00 AM,8:00 AM,9:00 AM,9:00 AM,9:00 AM,,,,,,,,,,,BSE601
PROFESSIONAL COMMUNICATION(BSE601A),1-0-0-0(0),SUBRAMANIAM  GANESH   (I),F (L06)  08:00-09:00,,,F,0,,,,,,,,,,,,,8:00 AM,8:00 AM,8:00 AM,9:00 AM,9:00 AM,9:00 AM,,,,,,,,,,,BSE601A
MODERN INSTRUMENTAL METHODS IN BIOLOGICAL SCIENCES(BSE611),3-0-0-0(3),"Nitin  Mohan(I), Dibyendu Kumar Das  (O)",MTh 12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,BSE611
MODERN INSTRUMENTAL METHODS IN BIOLOGICAL SCIENCES(BSE611A),3-0-0-0(9),"Nitin  Mohan(I), Dibyendu Kumar Das  (O)",M (BSBE SR) Th (BSBE SR)  12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,BSE611A
BIOMATERIALS(BSE613),3-0-0-0(11),DHIRENDRA S KATTI(I),TWTh 08:00-09:00,,,T,W,Th,,,,,,,,,,,,8:00 AM,8:00 AM,8:00 AM,9:00 AM,9:00 AM,9:00 AM,,,,,,,,,,,BSE613
BIOMATERIALS(BSE613A),3-0-0-2(11),DHIRENDRA S KATTI(I),T (T201) W (T201) Th (T201)  08:00-09:00,,,T,W,Th,,,,,,,,,,,,8:00 AM,8:00 AM,8:00 AM,9:00 AM,9:00 AM,9:00 AM,,,,,,,,,,,BSE613A
BIOCHEMISTRY STRUCTURAL BIOLOGY(BSE631),3-0-0-0(9),RAMASUBBU   SANKARARAMAKRISHNAN(I),WF 12:00-13:15,,,W,F,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,BSE631
BIOCHEMISTRY STRUCTURAL BIOLOGY(BSE631A),3-0-0-0(9),RAMASUBBU   SANKARARAMAKRISHNAN(I),W (BSBE SR) F (BSBE SR)  12:00-13:15,,,W,F,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,BSE631A
MICROBIOLOGY AND IMMUNOLOGY(BSE642),3-0-0-0(9),SARAVANAN MATHESHWARAN(I),WF 17:00-18:30,,,W,F,,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:30 PM,18:30 PM,18:30 PM,,,,,,,,,,,BSE642
MICROBIOLOGY AND IMMUNOLOGY(BSE642A),3-0-0-0(9),SARAVANAN MATHESHWARAN(I),W (T212) F (T212)  17:10-18:15,,,W,F,,,,,,,,,,,,,17:10 PM,17:10 PM,17:10 PM,18:15 PM,18:15 PM,18:15 PM,,,,,,,,,,,BSE642A
CELLULAR MOLECULAR BIOLOGY(BSE651),3-0-0-0(9),"JAYANDHARAN GIRIDHARA RAO(I), Robert Sonowal(O)",MTh 10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,BSE651
CELLULAR MOLECULAR BIOLOGY(BSE651A),3-0-0-0(9),"JAYANDHARAN GIRIDHARA RAO(I), Robert Sonowal(O)",M (BSBE SR) Th (BSBE SR)  10:35-11:50,,,M,Th,,,,,,,,,,,,,10:35 AM,10:35 AM,10:35 AM,11:50 AM,11:50 AM,11:50 AM,,,,,,,,,,,BSE651A
PHYSIOLOGY(BSE655),3-0-0-0(9),"JONAKI  SEN (I), BUSHRA  ATEEQ (O)",MTh 14:00-15:15,,,M,Th,,,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,,,,,,,,,,,BSE655
PHYSIOLOGY(BSE655A),3-0-0-0(9),"JONAKI  SEN (I), BUSHRA  ATEEQ (O)",M (BSBE SR) Th (BSBE SR)  14:00-15:15,,,M,Th,,,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,,,,,,,,,,,BSE655A
NEUROBIOLOGY(BSE656),3-0-0-0(9),NITIN GUPTA(I),WF 10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,BSE656
NEUROBIOLOGY(BSE656A),3-0-0-0(9),NITIN GUPTA(I),W (L06) F (L06)  10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,BSE656A
STATISTICS FOR MODERN BIOLOGY(BSE658),3-0-0-0(9),Arjun  Ramakrishnan(I),"T 10:00-11:00 ,WF 15:00-16:00",,,T,1,,W,F,,,,,,,,,,10:00 AM,10:00 AM,10:00 AM,11:00 AM,11:00 AM,11:00 AM,15:00 PM,15:00 PM,16:00 PM,16:00 PM,,,,,,,BSE658
STATISTICS FOR MODERN BIOLOGY(BSE658A),3-0-0-0(9),Arjun  Ramakrishnan(I),"T (T111)  10:00-11:00 ,W (T111) F (T111)  15:00-16:00",,,T,1,,W,F,,,,,,,,,,10:00 AM,10:00 AM,10:00 AM,11:00 AM,11:00 AM,11:00 AM,15:00 PM,15:00 PM,16:00 PM,16:00 PM,,,,,,,BSE658A
BIOLOGICAL MEMBRANES(BSE661),3-0-0-0(9),Appu Singh(I),WF 09:00-10:15,,,W,F,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,BSE661
BIOLOGICAL MEMBRANES(BSE661A),3-0-0-0(9),Appu Singh(I),W (BSBE SR) F (BSBE SR)  09:00-10:15,,,W,F,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,BSE661A
M.TECH THESIS(BSE699),0-0-0-0(0),"DPGCBSBE (I), DUGCBSBE (O)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BSE699
SEMINAR(BSE701),0-0-0-0(0),DPGCBSBE (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BSE701
SEMINAR(BSE701A),0-0-0-0(0),DPGCBSBE (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BSE701A
SEMINAR(BSE702),0-0-0-0(0),DPGCBSBE (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BSE702
SEMINAR(BSE702A),0-0-0-0(0),DPGCBSBE (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BSE702A
PHD THESIS(BSE799),0-0-0-0(0),DPGCBSBE (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BSE799
INTRODUCTION TO BIOLOGY(LIF111),2-0-0-0(6),"PRADIP  SINHA (I), ARUN KUMAR SHUKLA(O)",W (L20) F (L20)  11:00-12:00,,,W,F,,,,,,,,,,,,,11:00 AM,11:00 AM,11:00 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,LIF111
ENVIRONMENT AND SUSTAINABILITY(CE212),3-0-0-0(9),"ANUBHA  GOEL (I), Abhishek (O)",M (L17) W (L17) Th (L17)  08:00-09:00,,,M,W,Th,,,,,,,,,,,,8:00 AM,8:00 AM,8:00 AM,9:00 AM,9:00 AM,9:00 AM,,,,,,,,,,,CE212
CIVIL ENGINEERING MATERIALS(CE243),2-0-2-0(8),"SYAM NAIR(I), SAMIT  RAY CHAUDHURI (O), Amar Nath Chowdhury(O)",M (L16) W (L16)  12:00-13:00,,TThF 14:00-17:00,M,W,,,,,,,,,,T,Th,F,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,,,,,5:00 PM,5:00 PM,5:00 PM,2:00 PM,2:00 PM,2:00 PM,CE243
FLUID MECHANICS FOR CIVIL ENGINEERS(CE261),3-0-1-0(10),"Chunendra Sahu(I), RAJESH  SRIVASTAVA (O)",M (L18) W (L18) F (L18)  17:00-18:00,,TThF 14:00-17:00,M,W,F,,,,,,,,,T,Th,F,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,5:00 PM,5:00 PM,5:00 PM,2:00 PM,2:00 PM,2:00 PM,CE261
ENVIRONMENTAL QUALITY AND POLLUTION(CE311A),3-0-3-0(12),"MUKESH  SHARMA (I), TARUN  GUPTA (O), VINOD  TARE (O)","M (L16) F (L16)  08:00-09:00 ,T (L16)  09:00-10:00",,MTWThF 14:00-17:00,M,F,,T,,,,,,,,M,T,W,8:00 AM,8:00 AM,8:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,10:00 AM,10:00 AM,5:00 PM,5:00 PM,5:00 PM,2:00 PM,2:00 PM,2:00 PM,CE311A
GEOINFORMATICS(CE331A),3-0-2-0(11),BHARAT  LOHANI     (I),T (L16) W (L16) Th (L16)  08:00-09:00,,MTTh 14:00-17:00,T,W,T,,,,,,,,,M,T,Th,8:00 AM,8:00 AM,8:00 AM,9:00 AM,9:00 AM,9:00 AM,,,,,5:00 PM,5:00 PM,5:00 PM,2:00 PM,2:00 PM,2:00 PM,CE331A
CIVIL ENGINEERING COMMUNICATION SKILLS(CE341),0-0-0-2(2),ARGHYA DAS(I),T (L16)  10:00-12:00,,,T,1,,,,,,,,,,,,,10:00 AM,10:00 AM,10:00 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,CE341
SOIL MECHANICS(CE351A),2-0-2-0(8),Jagdish  Sahoo(I),W (L02) F (L02)  15:00-16:00,,MTTh 14:00-17:00,W,F,,,,,,,,,,M,T,Th,15:00 PM,15:00 PM,15:00 PM,16:00 PM,16:00 PM,16:00 PM,,,,,5:00 PM,5:00 PM,5:00 PM,2:00 PM,2:00 PM,2:00 PM,CE351A
ENGINEERING HYDROLOGY(CE361A),2-0-0-0(6),"Tushar Apurv(I), SAUMYEN  GUHA (O)",T (L02) Th (L02)  17:00-18:00,,,T,Th,,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,,,,,,,CE361A
DESIGN OF STEEL STRUCTURES(CE371A),2-0-0-0(6),SUDIB KUMAR MISHRA(I),W (L01) F (L01)  14:00-15:00,,,W,F,,,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:00 PM,15:00 PM,15:00 PM,,,,,,,,,,,CE371A
CONSTRUCTION MANAGEMENT(CE441B),3-0-0-0(5),SUPARNO MUKHOPADHYAY(I),WF 15:00-16:15,,,W,F,,,,,,,,,,,,,15:00 PM,15:00 PM,15:00 PM,16:15 PM,16:15 PM,16:15 PM,,,,,,,,,,,CE441B
APPLICATION OF GEOTECHNICAL ENGINEERING(CE451A),3-0-0-2(11),Bipin  Gupta(I),M (T210) Th (T210)  10:30-12:00,T (T211)  17:10-18:15,,M,Th,,,,,,,17:10 PM,18:15 PM,T,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,CE451A
SPECIAL TOPICS IN STRUCTURAL DESIGN(CE471A),3-0-0-2(11),"Chinmoy Kolay(I), Amar Nath Chowdhury(O)","T (T208)  14:00-15:30 ,M (T208)  15:30-17:00",F (T208)  17:00-18:00,,T,1,,M,,,,,17:00 PM,18:00 PM,F,,,,14:00 PM,14:00 PM,14:00 PM,15:30 PM,15:30 PM,15:30 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,,,,,,,CE471A
TRANSPORTATION FACILITIES DESIGN(CE481A),3-0-0-2(11),"Venkatesan  Kanagaraj(I), Prabin Ashish(O)",M (L12) Th (L12)  12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,CE481A
MATHEMATICS FOR CIVIL ENGINEERS(CE603),2-0-0-0(5),Hemant Gehlot(I),M 09:00-10:15,,,M,0,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,CE603
MATHEMATICS FOR CIVIL ENGINEERS(CE603A),2-0-0-0(5),Hemant Gehlot(I),M (L13)  09:00-10:15,,,M,0,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,CE603A
NUMERICAL METHODS FOR CIVIL ENGINEERS(CE604),2-0-0-0(5),SAMIT  RAY CHAUDHURI (I),TTh 15:30-17:00,,,T,Th,,,,,,,,,,,,,15:30 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,17:00 PM,,,,,,,,,,,CE604
NUMERICAL METHODS FOR CIVIL ENGINEERS(CE604A),2-0-0-0(5),SAMIT  RAY CHAUDHURI (I),Th (T104)  15:30-17:00,,,T,h,,,,,,,,,,,,,15:30 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,17:00 PM,,,,,,,,,,,CE604A
PROBABILITY AND STATISTICS FOR CIVIL ENGINEERS(CE605),2-0-0-0(5),Balaji Devaraju(I),T 15:30-17:00,,,T,1,,,,,,,,,,,,,15:30 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,17:00 PM,,,,,,,,,,,CE605
PROBABILITY AND STATISTICS FOR CIVIL ENGINEERS(CE605A),2-0-0-0(5),Balaji Devaraju(I),T (T108)  15:30-17:00,,,T,1,,,,,,,,,,,,,15:30 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,17:00 PM,,,,,,,,,,,CE605A
OPTIMIZATION METHODS FOR CIVIL ENGINEERS(CE606M),3-0-0-0(5),SUPARNO MUKHOPADHYAY(I),M (T109) Th (T109)  14:00-15:15,,,M,Th,,,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,,,,,,,,,,,CE606M
ADVANCED HYDROLOGY(CE610),3-0-0-0(9),"Tushar Apurv(I), SAUMYEN  GUHA (O)",WF 09:00-10:15,,,W,F,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,CE610
ADVANCED HYDROLOGY(CE610A),3-0-0-0(9),"Tushar Apurv(I), SAUMYEN  GUHA (O)",W (T102) F (T102)  09:00-10:15,,,W,F,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,CE610A
ENGINEERING HYDRAULICS(CE611),3-0-0-0(9),"Chunendra Sahu(I), RAJESH  SRIVASTAVA (O)",WF 10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,CE611
ADVANCED HYDRAULICS(CE611A),3-0-0-0(9),"Chunendra Sahu(I), RAJESH  SRIVASTAVA (O)",W (T110) F (T110)  10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,CE611A
VADOSE ZONE HYDROLOGY(CE618),3-0-0-0(9),RICHA  OJHA (I),MTh 12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,CE618
VADOSE ZONE HYDROLOGY(CE618A),3-0-0-0(9),RICHA  OJHA (I),M (T204) Th (T204)  12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,CE618A
STRUCTURAL DYNAMICS(CE620),3-0-0-0(9),VINAY KUMAR  GUPTA (I),MTh 09:00-10:15,,,M,Th,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,CE620
STRUCTURAL DYNAMICS(CE620A),3-0-0-0(9),VINAY KUMAR  GUPTA (I),M (T204) Th (T204)  09:00-10:15,,,M,Th,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,CE620A
ENGINEERING MECHANICS(CE621),3-0-0-4(9),DURGESH C  RAI (I),MTh 10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,CE621
ENGINEERING MECHANICS(CE621A),3-0-0-0(9),DURGESH C  RAI (I),M (L08) Th (L08)  10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,CE621A
ROCK MECHANICS(CE630),3-0-0-0(9),Gaurav  Tiwari(I),MTh 09:00-10:15,,,M,Th,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,CE630
ROCK MECHANICS(CE630A),3-0-0-0(9),Gaurav  Tiwari(I),M (L15) Th (L15)  09:00-10:15,,,M,Th,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,CE630A
ADVANCED GEOTECHNICAL ENGINEERING(CE631),3-0-0-0(9),RAJESH SATHIYAMOORTHY(I),MTh 12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,CE631
ADVANCED GEOTECHNICAL ENGINEERING(CE631A),3-0-0-0(9),RAJESH SATHIYAMOORTHY(I),M (T210) Th (T210)  12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,CE631A
GEOTECHNICAL MEASUREMENTS AND EXPLORATION(CE638),2-0-3-0(6),NIHAR RANJAN  PATRA (I),WF 09:00-10:15,,WF 14:00-16:50,W,F,,,,,,,,,,W,F,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,4:50 PM,4:50 PM,4:50 PM,2:00 PM,2:00 PM,2:00 PM,CE638
GEOTECHNICAL MEASUREMENTS AND EXPLORATION(CE638A),2-0-3-0(9),NIHAR RANJAN  PATRA (I),W (T104) F (T104)  09:00-10:15,,WF 14:00-16:50,W,F,,,,,,,,,,W,F,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,4:50 PM,4:50 PM,4:50 PM,2:00 PM,2:00 PM,2:00 PM,CE638A
ADVANCEMENTS IN CONCRETE(CE653M),3-0-0-0(5),HARISH K V(I),M (T209) Th (T209)  12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,CE653M
CONCRETE SCIENCE AND ENGINEERING PROPERTIES(CE654M),3-0-0-0(5),HARISH K V(I),M (T205) Th (T205)  12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,CE654M
PHYSICO-CHEMICAL PRINCIPLES AND PROCESS(CE664),3-0-0-0(9),ABHAS SINGH(I),WF 10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,CE664
PHYSICO-CHEMICAL PRINCIPLES AND PROCESS(CE664A),3-0-0-0(9),ABHAS SINGH(I),W (T104) F (T104)  10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,CE664A
ECOLOGICAL AND BIOLOGICAL PRINCIPLES AND PROCESS(CE665),3-0-0-0(9),PURNENDU  BOSE (I),WF 17:00-18:30,,,W,F,,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:30 PM,18:30 PM,18:30 PM,,,,,,,,,,,CE665
ECOLOGICAL AND BIOLOGICAL PRINCIPLES AND PROCESS(CE665A),3-0-0-0(9),PURNENDU  BOSE (I),W (T107) F (T107)  17:00-18:30,,,W,F,,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:30 PM,18:30 PM,18:30 PM,,,,,,,,,,,CE665A
AIR POLLUTION AND ITS CONTROL(CE666),3-0-0-0(9),SACHCHIDANAND  TRIPATHI (I),"T 14:00-15:15 ,M 15:30-17:00",,,T,1,,M,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,,,,,,,CE666
AIR POLLUTION AND ITS CONTROL(CE666A),3-0-0-0(9),SACHCHIDANAND  TRIPATHI (I),"T (L04)  14:00-15:15 ,M (L04)  15:30-17:00",,,T,1,,M,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,,,,,,,CE666A
INTRODUCTION TO REMOTE SENSING(CE671),3-0-2-0(11),Salil Goel(I),MTh 12:00-13:15,,F 14:00-16:00,M,Th,,,,,,,,,,F,1,None,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,4:00 PM,4:00 PM,4:00 PM,2:00 PM,2:00 PM,2:00 PM,CE671
INTRODUCTION TO REMOTE SENSING(CE671A),3-0-2-0(11),Salil Goel(I),M (WL237) Th (WL237)  12:00-13:15,,F 14:00-16:00,M,Th,,,,,,,,,,F,1,None,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,4:00 PM,4:00 PM,4:00 PM,2:00 PM,2:00 PM,2:00 PM,CE671A
